weight logl star1_rad star2_rad bin_period bin_inc bin_t0 bin_rv_com ext_f153m ext_alpha
0.000000000000000000e+00 -1.000000000000000053e+300 2.315151777135210409e+01 1.472116479505739761e+01 2.467228969493384128e+01 1.124114307657431340e+02 5.379547392246651725e+04 1.180501487994535239e+02 5.336946986898297496e+00 2.262965783736060388e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.428115462041412798e+01 1.102637311923073860e+01 2.491752325643518162e+01 2.712242658935120687e+01 5.380426993840953946e+04 1.469310973216674938e+02 4.627632661106241940e+00 2.162975466603335395e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.424265044391052726e+01 8.036465467649994920e+00 2.467918383383848635e+01 1.591367674157370402e+02 5.379736471520014311e+04 1.149385285155715763e+02 5.646981602158159141e+00 2.260398448212378231e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.341560241154893873e+01 1.338671450464766011e+01 2.411790904112363876e+01 5.154498657595715372e+01 5.379991281489080575e+04 1.288804831314327544e+02 5.984000849249516918e+00 2.243207280442172102e+00
0.000000000000000000e+00 -1.000000000000000053e+300 1.870864616022243609e+01 8.867200278584242312e+00 2.543844684863532279e+01 1.747005166071648574e+01 5.380041640849290707e+04 1.285767851626923175e+02 4.399736338124550450e+00 2.232454474819332457e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.338208393012752140e+01 8.449677141242482037e+00 2.531063295454365303e+01 7.002767233124698976e+01 5.379786194222939230e+04 1.539119223287721638e+02 4.045925445178176538e+00 2.248022222872866127e+00
0.000000000000000000e+00 -1.000000000000000053e+300 1.822551615445305728e+01 1.373031895444432138e+01 2.458796793967615812e+01 1.042383722830668233e+02 5.380307626760040876e+04 1.693819361012686500e+02 5.527208790415969020e+00 2.173788743336271256e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.423793785307078963e+01 1.305300175263103313e+01 2.457116002791411091e+01 5.170985246205711405e+01 5.380101088768423506e+04 1.925663147753706994e+02 5.207468101366118596e+00 2.206064689615952368e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.399947878591960304e+01 1.068540717853034039e+01 2.488395419652878005e+01 1.608367463558364250e+02 5.379961626308481937e+04 1.914887608602753630e+02 4.156180733482170098e+00 2.234597635399206084e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.384992680878571036e+01 1.254046319594649184e+01 2.582209654382975117e+01 9.549472011279158323e+01 5.379559240554319695e+04 1.431606593087017814e+02 4.557544532247962188e+00 2.251516352521852671e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.457453517012217503e+01 1.493028884987650073e+01 2.474095303843787974e+01 1.407779117141895426e+02 5.379904936580728099e+04 1.992440551522655028e+02 4.009845420592649035e+00 2.175352646610948959e+00
0.000000000000000000e+00 -1.000000000000000053e+300 1.818385781195343753e+01 1.225414854630008321e+01 2.471551425442092764e+01 1.441656550948647642e+01 5.379826634591387847e+04 1.937127741734276185e+02 5.980220649470843419e+00 2.187043682277165502e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.296045513804295268e+01 9.488946507881264480e+00 2.417075648165273449e+01 5.841029096726742154e+01 5.379957071966709918e+04 1.141550382528881329e+02 5.286330686766217646e+00 2.263992219820656349e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.340760802442581934e+01 1.207873901606344802e+01 2.432606139968288517e+01 8.980097504572933076e+01 5.380042643246080115e+04 1.608536986246637923e+02 5.567202836215281891e+00 2.182078184774033147e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.450818816419263868e+01 1.114431237558103760e+01 2.450812962374861925e+01 6.077131408591348105e+01 5.380323341893394536e+04 1.229738772983804438e+02 5.698533632448444131e+00 2.166129094471389571e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.354394990433982926e+01 1.118291310590808152e+01 2.438025726684616146e+01 1.443793913802455791e+02 5.379786652250229963e+04 1.012642565456268784e+02 4.973564863059680263e+00 2.225364995881256025e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.393228059711048417e+01 1.252832833414086622e+01 2.570775159666811405e+01 3.153778264807751697e+01 5.380106032403270365e+04 1.328844870999922705e+02 5.906528222390503124e+00 2.250194655482523398e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.454116950019854926e+01 1.471389747520505153e+01 2.508070485352902779e+01 1.334305868550906666e+02 5.380123275493458641e+04 1.522615880109428019e+02 4.114560795581841290e+00 2.245427212898810865e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.491964013301864611e+01 8.368034556233528320e+00 2.488942908068158033e+01 5.081744188136323714e+01 5.380467010460339225e+04 1.069192488539739685e+02 5.584644426573176723e+00 2.230578403458097547e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.273168576832652832e+01 1.441318629194130452e+01 2.411153499096766950e+01 1.726839678490102301e+02 5.379740550238998549e+04 1.846638106897972307e+02 5.485672121987112959e+00 2.193959141040160432e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.463112261443585282e+01 1.439986316197597205e+01 2.511736045663501216e+01 5.859882568217738452e+01 5.380064681696578191e+04 1.464217292768198888e+02 4.625314022679244630e+00 2.224848785273518370e+00
0.000000000000000000e+00 -1.000000000000000053e+300 1.803057850907896764e+01 9.688667384104883595e+00 2.422048128800933497e+01 1.286413977150913297e+02 5.380410078684068139e+04 1.645988664159481232e+02 5.219036655805589398e+00 2.277029247766396036e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.451806747709246537e+01 1.143873829311281476e+01 2.427416937413148190e+01 8.041060870152125517e+01 5.379580704334246548e+04 1.759209189735271934e+02 5.923738580029916712e+00 2.230868909327982319e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.443016631223148849e+01 1.446359489173600998e+01 2.406518236864292604e+01 1.413911198505647064e+02 5.379762728319552116e+04 1.766183419327392130e+02 5.552477186719320557e+00 2.284316939393911561e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.476840543870893185e+01 1.377420849648672885e+01 2.486235480340761583e+01 5.895874898893642779e+01 5.380095219270191592e+04 1.183649409284524410e+02 4.129869723639345125e+00 2.230676997836441799e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.354573676652642789e+01 1.192345283990274751e+01 2.510967541171981310e+01 1.763133408397540052e+02 5.380266167751746980e+04 1.522004553016230943e+02 4.955522904671081363e+00 2.248593956748877520e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.380163627297633866e+01 1.276716272059336887e+01 2.426624481038078684e+01 4.721901097331656416e+01 5.379670879908188363e+04 1.026533508288052587e+02 5.593817413381308334e+00 2.210683544384547616e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.387136628929710014e+01 1.138036296941752568e+01 2.548044430227899682e+01 6.457707050420059147e+01 5.379790886623116967e+04 1.113469748789585907e+02 4.392171483410686861e+00 2.210286691875996024e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.423549939216357529e+01 1.113309387005372386e+01 2.532033413657303100e+01 8.235609081081464922e+01 5.380094383358240884e+04 1.097013697503809055e+02 5.665272409164715306e+00 2.248757764114759805e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.405225275559158504e+01 1.081800431581470434e+01 2.596810085887750219e+01 1.159451672885088556e+02 5.380060822545109113e+04 1.948195031078057582e+02 5.099436526349711229e+00 2.248909003300879395e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.494281795756402431e+01 9.045974601651675329e+00 2.459885230757955910e+01 8.031904530862530578e+01 5.379699304817717348e+04 1.376226878232600939e+02 4.349751012161297226e+00 2.284181506799944472e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.308270342007470077e+01 1.009094771746265451e+01 2.436974550492639935e+01 2.321766395299946240e+01 5.380211891637459485e+04 1.097785061070441088e+02 5.272316070250364639e+00 2.225197895054803698e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.465404432092780951e+01 1.052129309928436562e+01 2.491501834613194077e+01 6.664309120427787114e+00 5.380457895674414613e+04 1.481083781191824187e+02 5.716997633465513928e+00 2.234724056143041260e+00
0.000000000000000000e+00 -1.000000000000000053e+300 1.875807203765058517e+01 1.482997610167757507e+01 2.571427868321688948e+01 1.734337915913345114e+02 5.379867151097200986e+04 1.175466624835105165e+02 5.025988591165356567e+00 2.250408538921901958e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.498066025077852714e+01 1.123071309996647216e+01 2.401134899615970042e+01 9.270609672593015205e+01 5.379537008259086724e+04 1.532412182912877938e+02 4.853162312081186869e+00 2.226161482604922526e+00
0.000000000000000000e+00 -1.000000000000000053e+300 2.436708683039375956e+01 1.404106117707155832e+01 2.554688983909018063e+01 1.787916862878669235e+02 5.379764722191602777e+04 1.300517711197416020e+02 4.993134677137161859e+00 2.207940970546483417e+00
0.000000000000000000e+00 -6.394280079228152754e+05 1.007520024885218746e+01 9.393086523036069835e+00 2.502699982370873499e+01 1.538090936924801895e+02 5.379564845259424328e+04 1.885161125969564466e+02 5.964517236098803465e+00 2.241706917244719044e+00
0.000000000000000000e+00 -5.507131919903657399e+05 1.072337704328240804e+01 1.032369831137297211e+01 2.441639617526521278e+01 7.319031758666882581e+01 5.380224437585897249e+04 1.544688657451851270e+02 5.938555089983349689e+00 2.204048165053530628e+00
0.000000000000000000e+00 -5.427288737530278740e+05 1.250116434049506964e+01 9.328190716429054063e+00 2.573157043574340008e+01 1.730159985601469543e+02 5.380433015573685407e+04 1.681134796117189012e+02 5.979650744462318812e+00 2.273204981785013956e+00
0.000000000000000000e+00 -5.350665431210064562e+05 1.099849069875117813e+01 8.240843872059988584e+00 2.428484902928678579e+01 3.011458176485189142e+01 5.379752005861645739e+04 1.064128779675736780e+02 5.859413862786504446e+00 2.151624905527413478e+00
0.000000000000000000e+00 -5.294968197368760593e+05 1.048519314256822454e+01 1.190574634139647614e+01 2.499795399786856365e+01 1.274708041213349929e+02 5.379952093591538141e+04 1.976725827738860630e+02 5.991784221309657710e+00 2.244455996217105564e+00
0.000000000000000000e+00 -5.133952350086349179e+05 1.092294935357410779e+01 9.081663209553999749e+00 2.429159284537141161e+01 1.034182133657742639e+02 5.379671204546112131e+04 1.416766946679786088e+02 5.804607015098703471e+00 2.223218956219798148e+00
0.000000000000000000e+00 -4.886317194289463805e+05 1.484601991134131538e+01 9.184244183209784751e+00 2.425909777095323250e+01 9.227161410244454487e+01 5.380210363642626180e+04 1.758078275722226635e+02 5.967173783667575115e+00 2.227235704706307384e+00
0.000000000000000000e+00 -4.811163097668793052e+05 1.160724250903819765e+01 1.070068532220789059e+01 2.558438075175714133e+01 9.379055170646544148e-01 5.379959869798040745e+04 1.564815160609466034e+02 5.950626931086617333e+00 2.207117875181938693e+00
0.000000000000000000e+00 -4.796349368839369272e+05 1.230654887794438324e+01 1.181647013108770494e+01 2.473019510837644930e+01 8.640641611136290123e+01 5.380259346760793414e+04 1.207125450607663169e+02 5.928298262914335481e+00 2.209803845718073312e+00
0.000000000000000000e+00 -4.396717933358944138e+05 1.027232001398018291e+01 9.359834254284120192e+00 2.582871922497219686e+01 1.771112687295652321e+01 5.380215638754437532e+04 1.894598050792177730e+02 5.677918179418954381e+00 2.212929503901313488e+00
0.000000000000000000e+00 -4.305005481343285064e+05 1.525785100771971869e+01 8.646326873286902526e+00 2.471004752622011580e+01 1.505361791960376081e+02 5.379951282134382927e+04 1.630490114835108955e+02 5.990549878817700957e+00 2.221061254134476748e+00
0.000000000000000000e+00 -4.275046367412485997e+05 1.240255488375063209e+01 1.097218669608812114e+01 2.479781574126741717e+01 1.435769090668285912e+02 5.379544450183312438e+04 1.904945651000342650e+02 5.888702583591236994e+00 2.248709643629714705e+00
0.000000000000000000e+00 -4.214282286727579194e+05 1.340493510927098342e+01 1.144642034808019559e+01 2.507682348478936163e+01 6.225860650613210368e+00 5.380307438233942958e+04 1.297486604395180620e+02 5.966931231204140929e+00 2.268619151074961593e+00
0.000000000000000000e+00 -4.128778432173142210e+05 1.585739423136677217e+01 8.500600847662271420e+00 2.587941206765384905e+01 1.256092117225071974e+02 5.379599688175964548e+04 1.560675806978720743e+02 5.935774340277847116e+00 2.264594614140663875e+00
0.000000000000000000e+00 -4.102118838609259110e+05 1.226486372874587794e+01 1.218822358952504459e+01 2.566279922983980200e+01 9.866896794363116285e+00 5.379617573333153268e+04 1.016189550834087925e+02 5.918333841816557417e+00 2.265596643265901378e+00
0.000000000000000000e+00 -4.096530030225806986e+05 1.447954293697227612e+01 8.773461018517400234e+00 2.477039982586069655e+01 3.846246029955081269e+01 5.380143243249786610e+04 1.798410820756633370e+02 5.872551867966783412e+00 2.250085730041206489e+00
0.000000000000000000e+00 -3.931971777656763443e+05 2.337704014662147145e+01 1.344607000636033511e+01 2.549456665775666764e+01 3.049754819913268022e+01 5.380304805436544848e+04 1.132154783225739436e+02 4.067915902258721239e+00 2.235232615294164393e+00
0.000000000000000000e+00 -3.785554049384077662e+05 1.404858758279332065e+01 9.991817364397590495e+00 2.579657244479967915e+01 1.489167900252654420e+02 5.379948184639096144e+04 1.373624512224959062e+02 5.863506291300811135e+00 2.235651785042197304e+00
0.000000000000000000e+00 -3.773645147905728081e+05 1.001781358824140433e+01 1.348280875922583100e+01 2.456494708835224117e+01 1.369605844530867955e+02 5.379715032835141756e+04 1.417145136963704601e+02 5.807783871159744926e+00 2.251042154318899424e+00
0.000000000000000000e+00 -3.768385911781411269e+05 1.099898126156043787e+01 9.658342014217547344e+00 2.572694239766840596e+01 1.005206072731151323e+02 5.379618887874804932e+04 1.121288102598299758e+02 5.607527312053107948e+00 2.200973731211540496e+00
0.000000000000000000e+00 -3.714430698071140214e+05 1.239484756596717574e+01 1.365829278599294128e+01 2.509802517614794581e+01 1.143052981042456224e+02 5.380213072589101648e+04 1.661283354034326294e+02 5.928234199688430905e+00 2.225287564318338962e+00
0.000000000000000000e+00 -3.553901823463803157e+05 1.555554231171309887e+01 8.162367017672524483e+00 2.488202722656255261e+01 1.181846453138732471e+02 5.380022691515502811e+04 1.713230613641861737e+02 5.784737509982688763e+00 2.258280360318185576e+00
0.000000000000000000e+00 -3.546288628248079331e+05 1.187547484362334416e+01 1.285314335065468505e+01 2.453116933750191109e+01 1.496266299263396959e+01 5.380424838575690956e+04 1.587193997039898932e+02 5.846829220982792563e+00 2.246066419810492931e+00
0.000000000000000000e+00 -3.478930186849923339e+05 1.146433945517461872e+01 1.422475248272517767e+01 2.420298830507313781e+01 2.119548689206662839e+00 5.379743114255144610e+04 1.339219836945864870e+02 5.968178916205286733e+00 2.158437265462921140e+00
0.000000000000000000e+00 -3.387552565996854682e+05 2.193671113408922224e+01 1.491650136574975960e+01 2.580379863211544489e+01 1.497816248181784999e+02 5.379801701659307582e+04 1.765956604510375882e+02 4.040177550812048324e+00 2.244866289431225237e+00
0.000000000000000000e+00 -3.373116379521835479e+05 1.122181404081085532e+01 1.025079045713950165e+01 2.539399096796314836e+01 3.912858461626393591e+01 5.380184154707597190e+04 1.673756903975830710e+02 5.623403562145961487e+00 2.197515687239225191e+00
0.000000000000000000e+00 -3.342548178456065361e+05 1.203396547394607374e+01 1.372503128980352471e+01 2.505851264812900325e+01 1.762778501733722578e+02 5.379782406384865317e+04 1.433132478175866709e+02 5.822352634218241896e+00 2.310364191878995221e+00
0.000000000000000000e+00 -3.316381830537359347e+05 1.222662087925327512e+01 1.066871319197439760e+01 2.542877923805115969e+01 1.046331720996292631e+02 5.379569741013571911e+04 1.963327466465062230e+02 5.627906506544215759e+00 2.276261686813631613e+00
0.000000000000000000e+00 -3.257174866075219470e+05 2.166203950648344190e+01 1.370420234821047067e+01 2.404483360361510336e+01 4.077929145793119403e+01 5.380149188046954077e+04 1.727593486778550016e+02 4.001560351111290714e+00 2.234227362262481087e+00
0.000000000000000000e+00 -3.201802429229988484e+05 1.130608241340813791e+01 1.351970443163802571e+01 2.488170450806575928e+01 5.447728759617611161e+01 5.379926486937637674e+04 1.910980820396584079e+02 5.755015420862024556e+00 2.254765038801526789e+00
0.000000000000000000e+00 -3.189714923277387279e+05 1.452474519304885803e+01 1.305634877195630850e+01 2.440725941675976429e+01 1.498207362306483503e+02 5.379912048436179612e+04 1.789345307445237836e+02 5.938102609045222025e+00 2.236802099815180966e+00
0.000000000000000000e+00 -3.174988294821177260e+05 1.024737231122377068e+01 1.062029845963614427e+01 2.595375115510458031e+01 1.202938006185377873e+02 5.379783569986398652e+04 1.574826680768376548e+02 5.496840609660281096e+00 2.249342667807372909e+00
0.000000000000000000e+00 -3.172398942309877020e+05 1.302303028589046541e+01 1.204846312802335362e+01 2.516714600776323607e+01 6.681189142877219922e+01 5.380343985067465110e+04 1.758244815575964708e+02 5.787983990714895555e+00 2.196248264306534637e+00
0.000000000000000000e+00 -3.124704986834862502e+05 1.220620732375749995e+01 9.470740839531323729e+00 2.525192168470068665e+01 1.947829446559241617e+00 5.379690699059763574e+04 1.061421152004894566e+02 5.565336884143765595e+00 2.255416119230627459e+00
0.000000000000000000e+00 -3.024870119193195715e+05 1.630462422925663191e+01 1.063453257542043673e+01 2.466999621227797590e+01 2.207904055239410113e+01 5.380391431113544240e+04 1.907682822163711194e+02 5.916386735604253211e+00 2.219328002679701317e+00
0.000000000000000000e+00 -2.990162957035952131e+05 2.173621433913143619e+01 1.008751205775674720e+01 2.520375750440607021e+01 1.709712521436400436e+02 5.380497927030872233e+04 1.138029295108820520e+02 4.235044395527644667e+00 2.214164341930212387e+00
0.000000000000000000e+00 -2.977199281047300319e+05 1.507007701372266695e+01 8.083926589803485996e+00 2.589962794169444749e+01 1.567488983160160743e+01 5.380278881983477913e+04 1.340026619950827467e+02 5.702904295066678841e+00 2.214195614685654956e+00
0.000000000000000000e+00 -2.959808574210584047e+05 1.355358327097432891e+01 8.635267895805869287e+00 2.468016268633078170e+01 2.264695844744526809e+01 5.379501192703547713e+04 1.457572853556887367e+02 5.570590300635990033e+00 2.269101562468845312e+00
0.000000000000000000e+00 -2.915269581367038190e+05 1.652654327945881718e+01 8.007854934902987054e+00 2.551086858778765176e+01 4.931560723007567049e+01 5.380150452315567236e+04 1.094905826636811810e+02 5.733234876391349211e+00 2.249528239183328449e+00
0.000000000000000000e+00 -2.913195991625753813e+05 1.144874417182039394e+01 8.430290488972696394e+00 2.420587618397205532e+01 1.226886576004380629e+02 5.379801233417708136e+04 1.258868527133065385e+02 5.383472957991409125e+00 2.243817518777749598e+00
0.000000000000000000e+00 -2.906485399115564651e+05 1.374109528523357326e+01 1.158283779177874173e+01 2.529986370809999485e+01 1.555992470704494508e+02 5.380142318859653460e+04 1.405662878398345583e+02 5.757694208786078072e+00 2.232409921046355716e+00
0.000000000000000000e+00 -2.882973740852374467e+05 2.037939697690600838e+01 9.122442371410045325e+00 2.511567162941748066e+01 3.948335353481596854e+01 5.380176857007557555e+04 1.067744101806025014e+02 4.040584643647876284e+00 2.227870071511344197e+00
0.000000000000000000e+00 -2.872324393197047757e+05 1.426020835834365919e+01 8.749016905880967698e+00 2.496462206950309692e+01 1.625756188906351269e+02 5.379872958442773961e+04 1.894620918302113637e+02 5.627639133912079039e+00 2.247272066344223607e+00
0.000000000000000000e+00 -2.817496609834539122e+05 1.598545597779490990e+01 1.215075476761929707e+01 2.404227410061117709e+01 3.454420813378749067e+00 5.380125721015395538e+04 1.473630247209505626e+02 5.897398999783701967e+00 2.265840150793553942e+00
0.000000000000000000e+00 -2.806508647552356124e+05 1.566713866914361297e+01 1.265507576831318204e+01 2.549665696518432867e+01 1.094967259841189104e+02 5.379624486704872834e+04 1.723305912175563890e+02 5.886510133077236695e+00 2.178723797675783391e+00
0.000000000000000000e+00 -2.797766714505957207e+05 1.532886568352746792e+01 1.270154745065248036e+01 2.419237244654393848e+01 7.032133616477379690e+01 5.379500265069977468e+04 1.418893703479729993e+02 5.828146539005579108e+00 2.239852161429988442e+00
0.000000000000000000e+00 -2.743821517711008200e+05 2.323529713652241213e+01 8.513535266086336151e+00 2.509012935092030716e+01 4.425142746298321583e+01 5.379745897749158758e+04 1.402983685134540224e+02 4.284387599768333388e+00 2.230856563372423995e+00
