logz logzerr logvol nlive logl logwt insert_order
-1.493850060931589951e+03 1.300042644030820149e+00 -4.656860077931554542e+00 4.000000000000000000e+02 -1.483218089450989737e+03 -1.493867663815612559e+03 1.375000000000000000e+00
-1.493165676460850591e+03 1.414835658380661165e+00 -4.659360077931554933e+00 4.000000000000000000e+02 -1.482681429034542589e+03 -1.493333503399165465e+03 1.649999999999999911e+00
-1.492552926138411749e+03 9.559949733215139522e-01 -4.661860077931555324e+00 4.000000000000000000e+02 -1.481673087115979342e+03 -1.492327661480602274e+03 1.580000000000000071e+00
-1.491740816974298241e+03 1.186609398255680237e+00 -4.664360077931555715e+00 4.000000000000000000e+02 -1.481187259512254968e+03 -1.491844333876877727e+03 8.900000000000000133e-01
-1.491098089374019992e+03 1.254395492518645350e+00 -4.666860077931556106e+00 4.000000000000000000e+02 -1.478945302571950378e+03 -1.489604876936573191e+03 1.840000000000000080e+00
-1.489402221993334251e+03 1.226221754910439277e+00 -4.669360077931556496e+00 4.000000000000000000e+02 -1.477761029333312081e+03 -1.488423103697934948e+03 1.215000000000000080e+00
-1.488104183051619430e+03 1.274759311773955517e+00 -4.671860077931556887e+00 4.000000000000000000e+02 -1.476249943126801099e+03 -1.486914517491424022e+03 1.024999999999999911e+00
-1.486648833340205329e+03 1.147394276840272509e+00 -4.674360077931557278e+00 4.000000000000000000e+02 -1.475683356146007782e+03 -1.486350430510630758e+03 6.450000000000000178e-01
-1.485795395266510241e+03 1.130106376243443123e+00 -4.676860077931557669e+00 4.000000000000000000e+02 -1.475267622502915856e+03 -1.485937196867538660e+03 1.929999999999999938e+00
-1.485170637527719236e+03 1.144874584754125069e+00 -4.679360077931558060e+00 4.000000000000000000e+02 -1.474734195520568619e+03 -1.485406269885191477e+03 8.000000000000000444e-01
-1.484588382196768862e+03 1.198253825802515937e+00 -4.681860077931558450e+00 4.000000000000000000e+02 -1.473774336487547089e+03 -1.484448910852170002e+03 1.679999999999999938e+00
-1.483823069780144579e+03 1.393077057699533938e+00 -4.684360077931558841e+00 4.000000000000000000e+02 -1.472736603591928997e+03 -1.483413677956551965e+03 1.300000000000000044e-01
-1.482904421169173929e+03 8.976849827109673052e-01 -4.686860077931559232e+00 4.000000000000000000e+02 -1.472473414578536222e+03 -1.483152988943159016e+03 2.650000000000000133e-01
-1.482327854434630808e+03 8.873254772791452361e-01 -4.689360077931559623e+00 4.000000000000000000e+02 -1.472389269319267669e+03 -1.483071343683890518e+03 4.249999999999999889e-01
-1.481938890019136579e+03 7.594378605641124436e-01 -4.691860077931560014e+00 4.000000000000000000e+02 -1.471978153192218542e+03 -1.482662727556841446e+03 9.100000000000000311e-01
-1.481543550734329983e+03 7.921618751150333315e-01 -4.694360077931560404e+00 4.000000000000000000e+02 -1.471884865150388123e+03 -1.482571939515011081e+03 1.804999999999999938e+00
-1.481237845086207926e+03 5.534923427718434485e-01 -4.696860077931560795e+00 4.000000000000000000e+02 -1.470083066216924635e+03 -1.480772640581547421e+03 5.000000000000000278e-02
-1.480285284221980874e+03 5.382661312644371199e-01 -4.699360077931561186e+00 4.000000000000000000e+02 -1.469539235185461166e+03 -1.480231309550084006e+03 9.599999999999999645e-01
-1.479564785591516738e+03 8.258272887558486541e-01 -4.701860077931561577e+00 4.000000000000000000e+02 -1.467676914650609660e+03 -1.478371489015232555e+03 1.850000000000000089e+00
-1.478106650869720852e+03 9.613681331681662723e-01 -4.704360077931561968e+00 4.000000000000000000e+02 -1.466322960391155675e+03 -1.477020034755778624e+03 9.799999999999999822e-01
-1.476729340121297128e+03 6.906387187828150198e-01 -4.706860077931562358e+00 4.000000000000000000e+02 -1.466104359938580501e+03 -1.476803934303203278e+03 1.840000000000000080e+00
-1.476072794656390670e+03 9.190707164186429079e-01 -4.709360077931562749e+00 4.000000000000000000e+02 -1.465784774649824385e+03 -1.476486849014447216e+03 1.014999999999999902e+00
-1.475565395884671489e+03 1.019055874193625533e+00 -4.711860077931563140e+00 4.000000000000000000e+02 -1.465214711425040377e+03 -1.475919285789663263e+03 1.754999999999999893e+00
-1.475033619913351458e+03 1.098966781416574223e+00 -4.714360077931563531e+00 4.000000000000000000e+02 -1.464561154404519584e+03 -1.475268228769142524e+03 1.409999999999999920e+00
-1.474450912717513802e+03 9.814290667446479155e-01 -4.716860077931563922e+00 4.000000000000000000e+02 -1.460664072558362022e+03 -1.471373646922984790e+03 5.999999999999999778e-01
-1.471328592212037165e+03 2.428564031414952140e+00 -4.719360077931564312e+00 4.000000000000000000e+02 -1.460128530083352871e+03 -1.470840604447975693e+03 5.999999999999999778e-01
-1.470361975384871585e+03 2.558085306861630492e+00 -4.721860077931564703e+00 4.000000000000000000e+02 -1.459391501823321732e+03 -1.470106076187944609e+03 2.099999999999999922e-01
-1.469532715293361889e+03 9.613751928239430145e-01 -4.724360077931565094e+00 4.000000000000000000e+02 -1.457108304811884864e+03 -1.467825379176507795e+03 1.695000000000000062e+00
-1.467658722813782106e+03 9.910428383336346014e-01 -4.726860077931565485e+00 4.000000000000000000e+02 -1.455862597587242817e+03 -1.466582171951865803e+03 9.749999999999999778e-01
-1.466288928726450877e+03 1.572402653353479618e+00 -4.729360077931565876e+00 4.000000000000000000e+02 -1.454049685159329101e+03 -1.464771759523951914e+03 1.399999999999999911e+00
-1.464573456443769601e+03 1.933893963976436758e+00 -4.731860077931566266e+00 4.000000000000000000e+02 -1.453644635378593875e+03 -1.464369209743216743e+03 4.499999999999999833e-02
-1.463772980362449516e+03 2.103631099615896005e+00 -4.734360077931566657e+00 4.000000000000000000e+02 -1.453418657085191171e+03 -1.464145731449814093e+03 4.600000000000000200e-01
-1.463248940430508810e+03 1.029482834141954184e+00 -4.736860077931567048e+00 4.000000000000000000e+02 -1.453267466303838546e+03 -1.463997040668461523e+03 2.750000000000000222e-01
-1.462861459546971446e+03 6.746713582260913666e-01 -4.739360077931567439e+00 4.000000000000000000e+02 -1.452171547274744853e+03 -1.462903621639367657e+03 7.249999999999999778e-01
-1.462189171223811627e+03 9.148470638379998521e-01 -4.741860077931567830e+00 4.000000000000000000e+02 -1.452114853798272179e+03 -1.462849428162895038e+03 1.695000000000000062e+00
-1.461772622069832096e+03 6.787633835016601003e-01 -4.744360077931568220e+00 4.000000000000000000e+02 -1.450420726548166158e+03 -1.461157800912789071e+03 5.999999999999999778e-01
-1.460725539654031763e+03 8.768176988367709646e-01 -4.746860077931568611e+00 4.000000000000000000e+02 -1.450192165687294619e+03 -1.460931740051917586e+03 3.449999999999999734e-01
-1.460130187236089796e+03 8.833391345724534993e-01 -4.749360077931569002e+00 4.000000000000000000e+02 -1.450024629657327523e+03 -1.460766704021950318e+03 1.215000000000000080e+00
-1.459705486786431493e+03 6.599079606892168659e-01 -4.751860077931569393e+00 4.000000000000000000e+02 -1.449803638234523760e+03 -1.460548212599146609e+03 1.260000000000000009e+00
-1.459347438031973979e+03 8.004381273918891315e-01 -4.754360077931569784e+00 4.000000000000000000e+02 -1.449702651598979855e+03 -1.460449725963602759e+03 3.150000000000000022e-01
-1.459060673604443082e+03 9.114576137790731947e-01 -4.756860077931570174e+00 4.000000000000000000e+02 -1.449427209734866665e+03 -1.460176784099489623e+03 5.699999999999999512e-01
-1.458777337462337982e+03 8.935546349173978387e-01 -4.759360077931570565e+00 4.000000000000000000e+02 -1.448229080440899452e+03 -1.458981154805522237e+03 1.949999999999999956e+00
-1.458180915227889045e+03 1.096376773623989331e+00 -4.761860077931570956e+00 4.000000000000000000e+02 -1.446134409200163645e+03 -1.456888983564786486e+03 1.849999999999999978e-01
-1.456646241669074698e+03 1.456823499317289050e+00 -4.764360077931571347e+00 4.000000000000000000e+02 -1.445995567476219094e+03 -1.456752641840841989e+03 5.350000000000000311e-01
-1.456004880116851837e+03 1.345753128935004206e+00 -4.766860077931571738e+00 4.000000000000000000e+02 -1.445385295620305442e+03 -1.456144869984928391e+03 1.754999999999999893e+00
-1.455379280222579382e+03 1.261690068219563310e+00 -4.769360077931572128e+00 4.000000000000000000e+02 -1.444219695131346498e+03 -1.454981769495969274e+03 1.400000000000000133e-01
-1.454467754522933092e+03 7.722144098591336991e-01 -4.771860077931572519e+00 4.000000000000000000e+02 -1.443420189397712193e+03 -1.454184763762335024e+03 6.500000000000000222e-02
-1.453623134716669938e+03 7.241358088458614839e-01 -4.774360077931572910e+00 4.000000000000000000e+02 -1.442865281537148121e+03 -1.453632355901771007e+03 1.350000000000000089e-01
-1.452934587499916461e+03 9.287702315364546601e-01 -4.776860077931573301e+00 4.000000000000000000e+02 -1.441189057960654281e+03 -1.451958632325277222e+03 6.400000000000000133e-01
-1.451638846942287728e+03 1.373373600669173689e+00 -4.779360077931573692e+00 4.000000000000000000e+02 -1.440054555068212494e+03 -1.450826629432835489e+03 1.850000000000000089e+00
-1.450459300566467391e+03 8.562001189403969370e-01 -4.781860077931574082e+00 4.000000000000000000e+02 -1.439384005688313891e+03 -1.450158580052936713e+03 1.100000000000000089e+00
-1.449604531364941067e+03 9.085803872816741178e-01 -4.784360077931574473e+00 4.000000000000000000e+02 -1.437240298422360866e+03 -1.448017372786983742e+03 4.699999999999999734e-01
-1.447831303366830525e+03 1.586067935292406528e+00 -4.786860077931574864e+00 4.000000000000000000e+02 -1.434655768003446155e+03 -1.445435342368069087e+03 6.850000000000000533e-01
-1.445348169658598181e+03 2.158931179222931096e+00 -4.789360077931575255e+00 4.000000000000000000e+02 -1.434596046655364262e+03 -1.445378121019987248e+03 1.165000000000000036e+00
-1.444669886027417760e+03 1.941307163664516722e+00 -4.791860077931575645e+00 4.000000000000000000e+02 -1.432589049935159437e+03 -1.443373624299782250e+03 4.650000000000000244e-01
-1.443131814061989417e+03 1.819198832753873507e+00 -4.794360077931576036e+00 4.000000000000000000e+02 -1.432279708169491414e+03 -1.443066782534114282e+03 1.489999999999999991e+00
-1.442405622573166056e+03 1.393219272913001072e+00 -4.796860077931576427e+00 4.000000000000000000e+02 -1.431743980013760847e+03 -1.442533554378383769e+03 1.300000000000000044e-01
-1.441774396870470582e+03 1.407527185270439629e+00 -4.799360077931576818e+00 4.000000000000000000e+02 -1.430723670242209664e+03 -1.441515744606832641e+03 1.000000000000000021e-02
-1.440943584141622750e+03 8.199093431420506617e-01 -4.801860077931577209e+00 4.000000000000000000e+02 -1.429924374199908470e+03 -1.440718948564531274e+03 2.500000000000000000e-01
-1.440131824747379824e+03 9.408093889422560752e-01 -4.804360077931577599e+00 4.000000000000000000e+02 -1.428660443760095177e+03 -1.439457518124718035e+03 1.905000000000000027e+00
-1.439045733307734281e+03 1.379880823569819892e+00 -4.806860077931577990e+00 4.000000000000000000e+02 -1.428622330981545474e+03 -1.439421905346168387e+03 5.949999999999999734e-01
-1.438523087288195484e+03 1.240400096701719468e+00 -4.809360077931578381e+00 4.000000000000000000e+02 -1.427780998715638589e+03 -1.438583073080261556e+03 2.149999999999999967e-01
-1.437859483284182261e+03 1.292240414777092727e+00 -4.811860077931578772e+00 4.000000000000000000e+02 -1.427023382651726251e+03 -1.437827957016349046e+03 1.219999999999999973e+00
-1.437150448736654880e+03 1.022800098849550254e+00 -4.814360077931579163e+00 4.000000000000000000e+02 -1.425946809307656395e+03 -1.436753883672279244e+03 5.949999999999999734e-01
-1.436239488520114719e+03 9.329670563972457531e-01 -4.816860077931579553e+00 4.000000000000000000e+02 -1.425012557529712694e+03 -1.435822131894335598e+03 9.499999999999999556e-01
-1.435316045922195144e+03 1.167506260548084152e+00 -4.819360077931579944e+00 4.000000000000000000e+02 -1.424813318662489792e+03 -1.435625393027112750e+03 1.925000000000000044e+00
-1.434765657734198385e+03 1.264310414343820854e+00 -4.821860077931580335e+00 4.000000000000000000e+02 -1.424712907125358242e+03 -1.435527481489981028e+03 1.979999999999999982e+00
-1.434382564831369564e+03 8.272515300164986485e-01 -4.824360077931580726e+00 4.000000000000000000e+02 -1.424101338915197630e+03 -1.434918413279820470e+03 1.915000000000000036e+00
-1.433921871539946551e+03 1.042549478936659391e+00 -4.826860077931581117e+00 4.000000000000000000e+02 -1.423497065189860223e+03 -1.434316639554483118e+03 5.350000000000000311e-01
-1.433406753337679902e+03 9.879365759841400862e-01 -4.829360077931581507e+00 4.000000000000000000e+02 -1.422429650519996812e+03 -1.433251724884619762e+03 6.450000000000000178e-01
-1.432633090706582379e+03 1.192394137186850500e+00 -4.831860077931581898e+00 4.000000000000000000e+02 -1.422206321354238298e+03 -1.433030895718861302e+03 6.049999999999999822e-01
-1.432119193999655863e+03 1.240559990380396327e+00 -4.834360077931582289e+00 4.000000000000000000e+02 -1.421913975991562438e+03 -1.432741050356185269e+03 3.499999999999999778e-01
-1.431689396182904147e+03 1.244991751698550697e+00 -4.836860077931582680e+00 4.000000000000000000e+02 -1.421910037895170717e+03 -1.432739612259793603e+03 1.409999999999999920e+00
-1.431389393711357343e+03 4.502684080673896028e-01 -4.839360077931583071e+00 4.000000000000000000e+02 -1.418028106452512930e+03 -1.428860180817135870e+03 9.849999999999999867e-01
-1.428783477452673878e+03 1.373416637863841716e+00 -4.841860077931583461e+00 4.000000000000000000e+02 -1.417288292191816709e+03 -1.428122866556439703e+03 5.600000000000000533e-01
-1.427706437975183235e+03 1.851144730386453219e+00 -4.844360077931583852e+00 4.000000000000000000e+02 -1.416911483479295157e+03 -1.427748557843917979e+03 1.800000000000000044e+00
-1.427034128984963445e+03 1.515410097262630540e+00 -4.846860077931584243e+00 4.000000000000000000e+02 -1.415952773819213235e+03 -1.426792348183836111e+03 4.050000000000000266e-01
-1.426212801888914555e+03 1.641552362168281265e+00 -4.849360077931584634e+00 4.000000000000000000e+02 -1.415218176543440450e+03 -1.426060250908063381e+03 1.429999999999999938e+00
-1.425440473059052920e+03 1.800177547576511383e+00 -4.851860077931585025e+00 4.000000000000000000e+02 -1.414039659003819452e+03 -1.424884233368442437e+03 5.300000000000000266e-01
-1.424431019253759814e+03 1.037783575281681081e+00 -4.854360077931585415e+00 4.000000000000000000e+02 -1.413953775227536653e+03 -1.424800849592159466e+03 2.650000000000000133e-01
-1.423905786986827934e+03 9.643351167373142019e-01 -4.856860077931585806e+00 4.000000000000000000e+02 -1.413351275730056159e+03 -1.424200850094679026e+03 3.499999999999999778e-01
-1.423349327831155279e+03 1.170845694611270638e+00 -4.859360077931586197e+00 4.000000000000000000e+02 -1.413053959800377243e+03 -1.423906034165000165e+03 1.520000000000000018e+00
-1.422896283744435095e+03 3.641938488160444964e-01 -4.861860077931586588e+00 4.000000000000000000e+02 -1.412381488119448932e+03 -1.423236062484071908e+03 8.149999999999999467e-01
-1.422358663624878318e+03 6.265379428794729533e-01 -4.864360077931586979e+00 4.000000000000000000e+02 -1.412188364575125433e+03 -1.423045438939748237e+03 1.540000000000000036e+00
-1.421951070047165558e+03 6.659807591751908395e-01 -4.866860077931587369e+00 4.000000000000000000e+02 -1.410281827939002142e+03 -1.421141402303625000e+03 1.000000000000000056e-01
-1.420773288900583339e+03 9.917920021367728767e-01 -4.869360077931587760e+00 4.000000000000000000e+02 -1.408911730308659799e+03 -1.419773804673282712e+03 1.864999999999999991e+00
-1.419460404246967983e+03 9.582475230326584770e-01 -4.871860077931588151e+00 4.000000000000000000e+02 -1.408788440367454768e+03 -1.419653014732077736e+03 1.389999999999999902e+00
-1.418858932109749730e+03 1.098126228004467908e+00 -4.874360077931588542e+00 4.000000000000000000e+02 -1.407525287150809390e+03 -1.418392361515432185e+03 1.215000000000000080e+00
-1.417905531906472561e+03 1.553274206656862111e+00 -4.876860077931588933e+00 4.000000000000000000e+02 -1.407046999741711261e+03 -1.417916574106334110e+03 1.854999999999999982e+00
-1.417217890584648558e+03 7.383116409470801278e-01 -4.879360077931589323e+00 4.000000000000000000e+02 -1.406648328886307127e+03 -1.417520403250930030e+03 1.669999999999999929e+00
-1.416664603852522532e+03 8.805271222257905483e-01 -4.881860077931589714e+00 4.000000000000000000e+02 -1.405736598817801678e+03 -1.416611173182424636e+03 1.239999999999999991e+00
-1.415944384524790621e+03 9.241347642562028897e-01 -4.884360077931590105e+00 4.000000000000000000e+02 -1.405734973137877887e+03 -1.416612047502500900e+03 8.699999999999999956e-01
-1.415530352318873383e+03 8.322585128618004147e-01 -4.886860077931590496e+00 4.000000000000000000e+02 -1.405468786266900906e+03 -1.416348360631523747e+03 1.294999999999999929e+00
-1.415164800083386353e+03 6.407128977161025141e-01 -4.889360077931590887e+00 4.000000000000000000e+02 -1.404829914121913816e+03 -1.415711988486536711e+03 1.000000000000000021e-02
-1.414708278021453907e+03 4.977670287200249843e-01 -4.891860077931591277e+00 4.000000000000000000e+02 -1.404102233047038226e+03 -1.414986807411661175e+03 1.314999999999999947e+00
-1.414144729393230591e+03 6.227445228258591259e-01 -4.894360077931591668e+00 4.000000000000000000e+02 -1.403289983022859133e+03 -1.414177057387482137e+03 2.099999999999999922e-01
-1.413467615578083269e+03 6.656905111727771107e-01 -4.896860077931592059e+00 4.000000000000000000e+02 -1.403102785998938089e+03 -1.413992360363560920e+03 2.899999999999999800e-01
-1.413002808956698118e+03 8.349480927643716521e-01 -4.899360077931592450e+00 4.000000000000000000e+02 -1.402321017359176949e+03 -1.413213091723799835e+03 9.449999999999999512e-01
-1.412409285958386135e+03 9.523369285186240596e-01 -4.901860077931592841e+00 4.000000000000000000e+02 -1.400739137641075104e+03 -1.411633712005698044e+03 6.450000000000000178e-01
-1.411254974632596941e+03 1.363005693925480211e+00 -4.904360077931593231e+00 4.000000000000000000e+02 -1.400436671462029835e+03 -1.411333745826652830e+03 7.900000000000000355e-01
-1.410600437636880315e+03 1.173176634459290213e+00 -4.906860077931593622e+00 4.000000000000000000e+02 -1.399558363771147015e+03 -1.410457938135769837e+03 8.299999999999999600e-01
-1.409833504586978961e+03 1.464600556014603150e+00 -4.909360077931594013e+00 4.000000000000000000e+02 -1.399516660396178850e+03 -1.410418734760801726e+03 7.900000000000000355e-01
-1.409390758051723424e+03 1.086137604250533961e+00 -4.911860077931594404e+00 4.000000000000000000e+02 -1.397136888150591858e+03 -1.408041462515214789e+03 2.700000000000000178e-01
-1.407810808875117573e+03 1.222338573240007387e+00 -4.914360077931594795e+00 4.000000000000000000e+02 -1.397108229400956816e+03 -1.408015303765579802e+03 1.675000000000000044e+00
-1.407214690952565888e+03 9.800175290792096927e-01 -4.916860077931595185e+00 4.000000000000000000e+02 -1.395933722235191226e+03 -1.406843296599814039e+03 4.550000000000000155e-01
-1.406318703065505133e+03 9.799797367959443006e-01 -4.919360077931595576e+00 4.000000000000000000e+02 -1.393828969463672593e+03 -1.404741043828295460e+03 2.200000000000000011e-01
-1.404553355198557711e+03 1.497609240019410093e+00 -4.921860077931595967e+00 4.000000000000000000e+02 -1.393454952672062063e+03 -1.404369527036684985e+03 1.245000000000000107e+00
-1.403764075772230399e+03 8.063602913732861310e-01 -4.924360077931596358e+00 4.000000000000000000e+02 -1.393136680712454108e+03 -1.404053755077077085e+03 1.784999999999999920e+00
-1.403205315452640889e+03 8.608036811363126706e-01 -4.926860077931596749e+00 4.000000000000000000e+02 -1.392869844705928926e+03 -1.403789419070551730e+03 1.600000000000000033e-01
-1.402762165768703198e+03 6.162316571355079819e-01 -4.929360077931597139e+00 4.000000000000000000e+02 -1.392034920289978118e+03 -1.402956994654600976e+03 1.830000000000000071e+00
-1.402161695729643043e+03 5.320232184203983472e-01 -4.931860077931597530e+00 4.000000000000000000e+02 -1.392005033699183286e+03 -1.402929608063806199e+03 1.790000000000000036e+00
-1.401780536500963535e+03 6.491135632244924292e-01 -4.934360077931597921e+00 4.000000000000000000e+02 -1.390913265465862651e+03 -1.401840339830485618e+03 1.879999999999999893e+00
-1.401116843996990383e+03 8.006443383356234289e-01 -4.936860077931598312e+00 4.000000000000000000e+02 -1.390843067324245567e+03 -1.401772641688868589e+03 5.849999999999999645e-01
-1.400698773423912371e+03 8.969257270674942939e-01 -4.939360077931598703e+00 4.000000000000000000e+02 -1.390525604649721117e+03 -1.401457679014343967e+03 9.549999999999999600e-01
-1.400314750889537663e+03 1.064697620268809430e+00 -4.941860077931599093e+00 4.000000000000000000e+02 -1.390224842959562466e+03 -1.401159417324185370e+03 1.635000000000000009e+00
-1.399957285790560036e+03 8.466355252406352339e-01 -4.944360077931599484e+00 4.000000000000000000e+02 -1.390171076265155079e+03 -1.401108150629778038e+03 7.149999999999999689e-01
-1.399682413123466631e+03 7.103132025801839333e-01 -4.946860077931599875e+00 4.000000000000000000e+02 -1.389745490696298930e+03 -1.400685065060921943e+03 1.260000000000000009e+00
-1.399369863960695966e+03 7.244751274032648070e-01 -4.949360077931600266e+00 4.000000000000000000e+02 -1.389626117361548722e+03 -1.400568191726171563e+03 6.800000000000000488e-01
-1.399106194163705823e+03 4.928866223097306820e-01 -4.951860077931600657e+00 4.000000000000000000e+02 -1.389384795311394555e+03 -1.400329369676017450e+03 3.049999999999999933e-01
-1.398848228677499264e+03 5.623736265676489987e-01 -4.954360077931601047e+00 4.000000000000000000e+02 -1.387318191335283018e+03 -1.398265265699905967e+03 8.649999999999999911e-01
-1.397821707529867581e+03 8.269275797148669671e-01 -4.956860077931601438e+00 4.000000000000000000e+02 -1.385529342771150596e+03 -1.396478917135773600e+03 1.300000000000000044e+00
-1.396246920065236736e+03 1.028577491717306502e+00 -4.959360077931601829e+00 4.000000000000000000e+02 -1.385343990909807872e+03 -1.396296065274430703e+03 1.149999999999999911e+00
-1.395578043613203135e+03 1.259302537964879232e+00 -4.961860077931602220e+00 4.000000000000000000e+02 -1.384655474513579065e+03 -1.395610048878201951e+03 1.534999999999999920e+00
-1.394900771028483632e+03 1.459290715810258821e+00 -4.964360077931602611e+00 4.000000000000000000e+02 -1.384331445975246424e+03 -1.395288520339869365e+03 9.100000000000000311e-01
-1.394382821380048199e+03 1.565995667216447673e+00 -4.966860077931603001e+00 4.000000000000000000e+02 -1.383763311300176611e+03 -1.394722885664799605e+03 8.999999999999999667e-02
-1.393845319998300283e+03 1.134225761573765201e+00 -4.969360077931603392e+00 4.000000000000000000e+02 -1.383048152100343941e+03 -1.394010226464966763e+03 1.280000000000000027e+00
-1.393231230627935474e+03 1.279714315178777539e+00 -4.971860077931603783e+00 4.000000000000000000e+02 -1.381133081350979182e+03 -1.392097655715602059e+03 7.800000000000000266e-01
-1.391818600369654177e+03 1.040350395007052731e+00 -4.974360077931604174e+00 4.000000000000000000e+02 -1.380790567205686557e+03 -1.391757641570309488e+03 1.780000000000000027e+00
-1.391094509364420901e+03 1.031574510142571954e+00 -4.976860077931604565e+00 4.000000000000000000e+02 -1.379394876397662983e+03 -1.390364450762285969e+03 1.695000000000000062e+00
-1.389971138704221858e+03 1.201744349723761651e+00 -4.979360077931604955e+00 4.000000000000000000e+02 -1.379191339036540285e+03 -1.390163413401163098e+03 8.349999999999999645e-01
-1.389369514778232315e+03 1.429722475799142911e+00 -4.981860077931605346e+00 4.000000000000000000e+02 -1.378261103883693977e+03 -1.389235678248316844e+03 6.500000000000000222e-02
-1.388607211974710026e+03 8.991695378151888240e-01 -4.984360077931605737e+00 4.000000000000000000e+02 -1.376992912535272808e+03 -1.387969986899895730e+03 1.235000000000000098e+00
-1.387545531485785432e+03 1.247700212121732211e+00 -4.986860077931606128e+00 4.000000000000000000e+02 -1.376119542817008778e+03 -1.387099117181631755e+03 1.794999999999999929e+00
-1.386604470577490247e+03 1.428630400634328002e+00 -4.989360077931606519e+00 4.000000000000000000e+02 -1.375621175166130115e+03 -1.386603249530753146e+03 1.074999999999999956e+00
-1.385910712687192472e+03 1.142660555568774772e+00 -4.991860077931606909e+00 4.000000000000000000e+02 -1.374976671373377485e+03 -1.385961245738000343e+03 1.705000000000000071e+00
-1.385242512867340338e+03 1.644306847589459997e+00 -4.994360077931607300e+00 4.000000000000000000e+02 -1.374898202383334592e+03 -1.385885276747957505e+03 1.435000000000000053e+00
-1.384819969714175386e+03 1.329604097326314793e+00 -4.996860077931607691e+00 4.000000000000000000e+02 -1.374604607946921760e+03 -1.385594182311544728e+03 6.750000000000000444e-01
-1.384440802940268895e+03 1.137606592579485154e+00 -4.999360077931608082e+00 4.000000000000000000e+02 -1.374009475206956495e+03 -1.385001549571579517e+03 8.100000000000000533e-01
-1.383989228884352769e+03 6.395853155610194962e-01 -5.001860077931608473e+00 4.000000000000000000e+02 -1.373056056750260950e+03 -1.384050631114883799e+03 1.405000000000000027e+00
-1.383326311613835060e+03 7.045607759515919444e-01 -5.004360077931608863e+00 4.000000000000000000e+02 -1.370341312815661013e+03 -1.381338387180283917e+03 2.300000000000000100e-01
-1.381210012047887858e+03 1.310415820156817679e+00 -5.006860077931609254e+00 4.000000000000000000e+02 -1.368774349050481987e+03 -1.379773923415104946e+03 1.780000000000000027e+00
-1.379560542334116008e+03 1.911458961938545364e+00 -5.009360077931609645e+00 4.000000000000000000e+02 -1.367445093771028041e+03 -1.378447168135651054e+03 6.350000000000000089e-01
-1.378163156161521329e+03 2.054267352432184168e+00 -5.011860077931610036e+00 4.000000000000000000e+02 -1.366843555102722576e+03 -1.377848129467345416e+03 2.800000000000000266e-01
-1.377300141366323942e+03 2.090825269645082862e+00 -5.014360077931610427e+00 4.000000000000000000e+02 -1.366368584411458642e+03 -1.377375658776081536e+03 8.050000000000000488e-01
-1.376644040200071004e+03 1.859669159751685896e+00 -5.016860077931610817e+00 4.000000000000000000e+02 -1.365814130124453868e+03 -1.376823704489076817e+03 2.250000000000000056e-01
-1.376036695672096357e+03 8.949470211258901964e-01 -5.019360077931611208e+00 4.000000000000000000e+02 -1.365110794344482201e+03 -1.376122868709105205e+03 7.049999999999999600e-01
-1.375385707073060303e+03 7.178599210315496082e-01 -5.021860077931611599e+00 4.000000000000000000e+02 -1.364665999002409762e+03 -1.375680573367032594e+03 5.400000000000000355e-01
-1.374829163919416033e+03 5.299314249118831643e-01 -5.024360077931611990e+00 4.000000000000000000e+02 -1.363994500550105386e+03 -1.375011574914728271e+03 1.530000000000000027e+00
-1.374223068768726080e+03 7.411488775597785406e-01 -5.026860077931612381e+00 4.000000000000000000e+02 -1.363906211423451623e+03 -1.374925785788074563e+03 1.455000000000000071e+00
-1.373820783441969525e+03 8.415480679280972209e-01 -5.029360077931612771e+00 4.000000000000000000e+02 -1.362921409070911977e+03 -1.373943483435534972e+03 9.949999999999999956e-01
-1.373187105526485993e+03 8.641529332412313247e-01 -5.031860077931613162e+00 4.000000000000000000e+02 -1.362654923618375506e+03 -1.373679497982998328e+03 2.700000000000000178e-01
-1.372710149580652796e+03 8.284297341981035068e-01 -5.034360077931613553e+00 4.000000000000000000e+02 -1.361343689224455602e+03 -1.372370763589078479e+03 3.300000000000000155e-01
-1.371832980121309902e+03 9.281997677887708909e-01 -5.036860077931613944e+00 4.000000000000000000e+02 -1.361288031485940337e+03 -1.372317605850563268e+03 8.999999999999999667e-02
-1.371353070916332399e+03 9.108764990392793637e-01 -5.039360077931614335e+00 4.000000000000000000e+02 -1.360621650745066518e+03 -1.371653725109689503e+03 1.784999999999999920e+00
-1.370798994016433880e+03 9.972057383579377987e-01 -5.041860077931614725e+00 4.000000000000000000e+02 -1.358851761075354034e+03 -1.369886335439976847e+03 1.155000000000000027e+00
-1.369548824097787929e+03 8.728993224960734931e-01 -5.044360077931615116e+00 4.000000000000000000e+02 -1.358092416887646323e+03 -1.369129491252269190e+03 4.000000000000000222e-01
-1.368624189667268638e+03 1.020482088801238918e+00 -5.046860077931615507e+00 4.000000000000000000e+02 -1.357578578035523606e+03 -1.368618152400146528e+03 1.435000000000000053e+00
-1.367928019297080255e+03 1.195996034680318898e+00 -5.049360077931615898e+00 4.000000000000000000e+02 -1.356165154980488751e+03 -1.367207229345111728e+03 1.899999999999999911e+00
