logz logzerr logvol nlive logl logwt insert_order
-4.096592413472057669e+05 5.674714218852815975e+03 -1.768677061114907745e-01 4.290000000000000000e+02 -3.931971777656763443e+05 -3.932034160903014126e+05 nan
-3.932034160903014126e+05 6.765731281694952486e+03 -1.792014294577109479e-01 4.280000000000000000e+02 -3.785554049384077662e+05 -3.785616432630328345e+05 nan
-3.785616432630328345e+05 9.461727849103121116e+03 -1.815406118108831846e-01 4.270000000000000000e+02 -3.773645147905728081e+05 -3.773707531151978765e+05 nan
-3.773707531151978765e+05 4.375916475935338894e+03 -1.838852787701373281e-01 4.260000000000000000e+02 -3.768385911781411269e+05 -3.768448295027661952e+05 nan
-3.768448295027661952e+05 4.487238180771711995e+03 -1.862354561150909305e-01 4.250000000000000000e+02 -3.714430698071140214e+05 -3.714493081317390897e+05 nan
-3.714493081317390897e+05 2.336333191096353403e+03 -1.885911698075500020e-01 4.240000000000000000e+02 -3.553901823463803157e+05 -3.553964206710053841e+05 nan
-3.553964206710053841e+05 8.975322593403199789e+03 -1.909524459932298024e-01 4.230000000000000000e+02 -3.546288628248079331e+05 -3.546351011494330014e+05 nan
-3.546351011494330014e+05 4.584102186944694040e+03 -1.933193110034959750e-01 4.220000000000000000e+02 -3.478930186849923339e+05 -3.478992570096174022e+05 nan
-3.478992570096174022e+05 3.493552620730974922e+03 -1.956917913571263601e-01 4.210000000000000000e+02 -3.387552565996854682e+05 -3.387614949243105366e+05 nan
-3.387614949243105366e+05 6.784866544840410825e+03 -1.980699137620937911e-01 4.200000000000000000e+02 -3.373116379521835479e+05 -3.373178762768086162e+05 nan
-3.373178762768086162e+05 7.356210932730085005e+03 -2.004537051173700402e-01 4.190000000000000000e+02 -3.342548178456065361e+05 -3.342610561702316045e+05 nan
-3.342610561702316045e+05 7.365037038245547592e+03 -2.028431925147514692e-01 4.180000000000000000e+02 -3.316381830537359347e+05 -3.316444213783610030e+05 nan
-3.316444213783610030e+05 6.436152718103451662e+03 -2.052384032407063297e-01 4.170000000000000000e+02 -3.257174866075219470e+05 -3.257237249321470154e+05 nan
-3.257237249321470154e+05 4.280995353143719512e+03 -2.076393647782444896e-01 4.160000000000000000e+02 -3.201802429229988484e+05 -3.201864812476239167e+05 nan
-3.201864812476239167e+05 5.784602340193820964e+03 -2.100461048088094751e-01 4.150000000000000000e+02 -3.189714923277387279e+05 -3.189777306523637963e+05 nan
-3.189777306523637963e+05 6.209958791802936503e+03 -2.124586512141933836e-01 4.140000000000000000e+02 -3.174988294821177260e+05 -3.175050678067427943e+05 nan
-3.175050678067427943e+05 6.028608552071476879e+03 -2.148770320784749999e-01 4.130000000000000000e+02 -3.172398942309877020e+05 -3.172461325556127704e+05 nan
-3.172461325556127704e+05 5.887109371872046722e+03 -2.173012756899813658e-01 4.120000000000000000e+02 -3.124704986834862502e+05 -3.124767370081113186e+05 nan
-3.124767370081113186e+05 7.132073840505147018e+03 -2.197314105432731368e-01 4.110000000000000000e+02 -3.024870119193195715e+05 -3.024932502439446398e+05 nan
-3.024932502439446398e+05 5.830765408400609886e+03 -2.221674653411542522e-01 4.100000000000000000e+02 -2.990162957035952131e+05 -2.990225340282202815e+05 nan
-2.990225340282202815e+05 3.768757520437088260e+03 -2.246094689967060021e-01 4.090000000000000000e+02 -2.977199281047300319e+05 -2.977261664293551003e+05 nan
-2.977261664293551003e+05 4.003918683377324669e+03 -2.270574506353460476e-01 4.080000000000000000e+02 -2.959808574210584047e+05 -2.959870957456834731e+05 nan
-2.959870957456834731e+05 4.510677488561333121e+03 -2.295114395969127530e-01 4.070000000000000000e+02 -2.915269581367038190e+05 -2.915331964613288874e+05 nan
-2.915331964613288874e+05 2.571816783618458885e+03 -2.319714654377751095e-01 4.060000000000000000e+02 -2.913195991625753813e+05 -2.913258374872004497e+05 nan
-2.913258374872004497e+05 1.723354551532731875e+03 -2.344375579329686099e-01 4.050000000000000000e+02 -2.906485399115564651e+05 -2.906547782361815334e+05 nan
-2.906547782361815334e+05 1.461212339517408736e+03 -2.369097470783576853e-01 4.040000000000000000e+02 -2.882973740852374467e+05 -2.883036124098625151e+05 nan
-2.883036124098625151e+05 1.018090940118276308e+03 -2.393880630928247599e-01 4.030000000000000000e+02 -2.872324393197047757e+05 -2.872386776443298440e+05 nan
-2.872386776443298440e+05 9.759515272420662768e+02 -2.418725364204866723e-01 4.020000000000000000e+02 -2.817496609834539122e+05 -2.817558993080789805e+05 nan
-2.817558993080789805e+05 2.821478709166769022e+03 -2.443631977329385474e-01 4.010000000000000000e+02 -2.806508647552356124e+05 -2.806571030798606807e+05 nan
-2.806571030798606807e+05 1.809902650822862142e+03 -2.468600779315257565e-01 4.000000000000000000e+02 -2.797766714505957207e+05 -2.797829110249603400e+05 8.199999999999999512e-01
-2.797829110249603400e+05 2.026137830194323897e+03 -2.493600779315257587e-01 4.000000000000000000e+02 -2.743821517711008200e+05 -2.743883938454654417e+05 2.200000000000000011e-01
-2.743883938454654417e+05 3.115584160596036781e+03 -2.518600779315257610e-01 4.000000000000000000e+02 -2.736271855192666990e+05 -2.736334300936313230e+05 1.245000000000000107e+00
-2.736334300936313230e+05 2.397532070263541755e+03 -2.543600779315257632e-01 4.000000000000000000e+02 -2.705774241168143344e+05 -2.705836711911789607e+05 4.500000000000000111e-01
-2.705836711911789607e+05 1.630898647417855727e+03 -2.568600779315257654e-01 4.000000000000000000e+02 -2.702437892563507194e+05 -2.702500388307153480e+05 1.149999999999999911e+00
-2.702500388307153480e+05 1.664977409111413863e+03 -2.593600779315257676e-01 4.000000000000000000e+02 -2.690255845508526545e+05 -2.690318366252172855e+05 1.590000000000000080e+00
-2.690318366252172855e+05 1.635809007150663774e+03 -2.618600779315257698e-01 4.000000000000000000e+02 -2.682789299098973861e+05 -2.682851844842620194e+05 8.850000000000000089e-01
-2.682851844842620194e+05 6.580405410000208803e+02 -2.643600779315257721e-01 4.000000000000000000e+02 -2.638732067261493066e+05 -2.638794638005139423e+05 8.950000000000000178e-01
-2.638794638005139423e+05 2.538543494172701230e+03 -2.668600779315257743e-01 4.000000000000000000e+02 -2.587983645618630107e+05 -2.588046241362276196e+05 8.299999999999999600e-01
-2.588046241362276196e+05 4.047549875916053225e+03 -2.693600779315257765e-01 4.000000000000000000e+02 -2.573170582024820615e+05 -2.573233202768466726e+05 1.235000000000000098e+00
-2.573233202768466726e+05 7.301024614423233743e+02 -2.718600779315257787e-01 4.000000000000000000e+02 -2.533255295568160072e+05 -2.533317941311806208e+05 1.465000000000000080e+00
-2.533317941311806208e+05 2.461986209726936522e+03 -2.743600779315257809e-01 4.000000000000000000e+02 -2.512586845621654938e+05 -2.512649516365301097e+05 6.899999999999999467e-01
-2.512649516365301097e+05 3.024560449231730217e+03 -2.768600779315257832e-01 4.000000000000000000e+02 -2.501576943259384134e+05 -2.501639639003030316e+05 6.049999999999999822e-01
-2.501639639003030316e+05 2.367728649817954647e+03 -2.793600779315257854e-01 4.000000000000000000e+02 -2.478707584314050328e+05 -2.478770305057696532e+05 1.354999999999999982e+00
-2.478770305057696532e+05 1.334237204771669440e+03 -2.818600779315257876e-01 4.000000000000000000e+02 -2.477919082396404701e+05 -2.477981828140050930e+05 1.225000000000000089e+00
-2.477981828140050930e+05 9.512885772109572144e+02 -2.843600779315257898e-01 4.000000000000000000e+02 -2.473949744077383657e+05 -2.474012514821029908e+05 1.774999999999999911e+00
-2.474012514821029908e+05 1.044053801277973662e+03 -2.868600779315257920e-01 4.000000000000000000e+02 -2.462969661765215860e+05 -2.463032457508862135e+05 4.650000000000000244e-01
-2.463032457508862135e+05 6.446505419954623903e+02 -2.893600779315257943e-01 4.000000000000000000e+02 -2.457769588836560142e+05 -2.457832409580206440e+05 7.049999999999999600e-01
-2.457832409580206440e+05 5.748640844863186885e+02 -2.918600779315257965e-01 4.000000000000000000e+02 -2.451428246654175164e+05 -2.451491092397821485e+05 7.750000000000000222e-01
-2.451491092397821485e+05 1.754110049756176011e+02 -2.943600779315257987e-01 4.000000000000000000e+02 -2.447927017444490339e+05 -2.447989888188136683e+05 3.049999999999999933e-01
-2.447989888188136683e+05 1.304516828101169779e+02 -2.968600779315258009e-01 4.000000000000000000e+02 -2.369638183148985845e+05 -2.369701078892632213e+05 1.554999999999999938e+00
-2.369701078892632213e+05 3.690114382888596083e+03 -2.993600779315258031e-01 4.000000000000000000e+02 -2.353105659750701161e+05 -2.353168580494347261e+05 1.405000000000000027e+00
-2.353168580494347261e+05 7.159843168565129190e+02 -3.018600779315258054e-01 4.000000000000000000e+02 -2.350418774261352082e+05 -2.350481720004998206e+05 1.054999999999999938e+00
-2.350481720004998206e+05 5.275195259058053807e+02 -3.043600779315258076e-01 4.000000000000000000e+02 -2.343936441245069436e+05 -2.343999411988715583e+05 8.299999999999999600e-01
-2.343999411988715583e+05 3.824413048914694286e+02 -3.068600779315258098e-01 4.000000000000000000e+02 -2.314217340801568644e+05 -2.314280336545214814e+05 1.899999999999999911e+00
-2.314280336545214814e+05 1.638034363747351335e+03 -3.093600779315258120e-01 4.000000000000000000e+02 -2.313918821107986150e+05 -2.313981841851632344e+05 9.549999999999999600e-01
-2.313981841851632344e+05 1.242871707765998963e+03 -3.118600779315258142e-01 4.000000000000000000e+02 -2.305171729998318770e+05 -2.305234775741964986e+05 1.395000000000000018e+00
-2.305234775741964986e+05 1.193714077254596532e+03 -3.143600779315258165e-01 4.000000000000000000e+02 -2.302144726486475556e+05 -2.302207797230121796e+05 1.159999999999999920e+00
-2.302207797230121796e+05 1.328848166497302600e+03 -3.168600779315258187e-01 4.000000000000000000e+02 -2.286508542775627866e+05 -2.286571638519274129e+05 1.939999999999999947e+00
-2.286571638519274129e+05 1.827510322694858587e+03 -3.193600779315258209e-01 4.000000000000000000e+02 -2.267808883946070855e+05 -2.267872004689717141e+05 1.979999999999999982e+00
-2.267872004689717141e+05 1.386586909594889903e+03 -3.218600779315258231e-01 4.000000000000000000e+02 -2.194790762627150689e+05 -2.194853908370796998e+05 6.999999999999999556e-01
-2.194853908370796998e+05 4.225780714296472979e+03 -3.243600779315258253e-01 4.000000000000000000e+02 -2.183961358610215248e+05 -2.184024529353861581e+05 1.245000000000000107e+00
-2.184024529353861581e+05 2.989880789265883436e+02 -3.268600779315258276e-01 4.000000000000000000e+02 -2.174788163860287168e+05 -2.174851359603933524e+05 3.400000000000000244e-01
-2.174851359603933524e+05 6.091155512038062625e+02 -3.293600779315258298e-01 4.000000000000000000e+02 -2.159234169885955343e+05 -2.159297390629601432e+05 9.350000000000000533e-01
-2.159297390629601432e+05 6.735847995828410149e+02 -3.318600779315258320e-01 4.000000000000000000e+02 -2.149781058047953411e+05 -2.149844303791599523e+05 8.950000000000000178e-01
-2.149844303791599523e+05 1.068417153630691246e+03 -3.343600779315258342e-01 4.000000000000000000e+02 -2.142120254917702114e+05 -2.142183525661348249e+05 1.895000000000000018e+00
-2.142183525661348249e+05 2.117752305241006354e+02 -3.368600779315258364e-01 4.000000000000000000e+02 -2.126061815553139022e+05 -2.126125111296785180e+05 6.400000000000000133e-01
-2.126125111296785180e+05 5.990747810757585512e+02 -3.393600779315258387e-01 4.000000000000000000e+02 -2.125160779580566741e+05 -2.125224100324212923e+05 1.409999999999999920e+00
-2.125224100324212923e+05 4.271293851472906056e+01 -3.418600779315258409e-01 4.000000000000000000e+02 -2.117273529581966286e+05 -2.117336875325612491e+05 1.284999999999999920e+00
-2.117336875325612491e+05 4.097139753616164626e+02 -3.443600779315258431e-01 4.000000000000000000e+02 -2.102855461338086752e+05 -2.102918832081732980e+05 5.849999999999999645e-01
-2.102918832081732980e+05 1.033544069576428228e+03 -3.468600779315258453e-01 4.000000000000000000e+02 -2.101060625080775353e+05 -2.101124020824421605e+05 1.650000000000000078e-01
-2.101124020824421605e+05 9.634030671407455202e+02 -3.493600779315258475e-01 4.000000000000000000e+02 -2.099007038364897890e+05 -2.099070459108544164e+05 1.604999999999999982e+00
-2.099070459108544164e+05 8.390974234110314001e+02 -3.518600779315258498e-01 4.000000000000000000e+02 -2.090506338787013083e+05 -2.090569784530659381e+05 1.959999999999999964e+00
-2.090569784530659381e+05 4.424261312997849700e+02 -3.543600779315258520e-01 4.000000000000000000e+02 -2.061548223481957684e+05 -2.061611694225604006e+05 6.500000000000000222e-01
-2.061611694225604006e+05 1.504815144635158731e+03 -3.568600779315258542e-01 4.000000000000000000e+02 -2.036779276329004788e+05 -2.036842772072651132e+05 1.465000000000000080e+00
-2.036842772072651132e+05 2.113478538362343443e+03 -3.593600779315258564e-01 4.000000000000000000e+02 -2.034859616833589971e+05 -2.034923137577236339e+05 1.780000000000000027e+00
-2.034923137577236339e+05 9.700511828214821435e+02 -3.618600779315258587e-01 4.000000000000000000e+02 -1.971424758160914644e+05 -1.971488303904560744e+05 1.889999999999999902e+00
-1.971488303904560744e+05 3.204144818947549084e+03 -3.643600779315258609e-01 4.000000000000000000e+02 -1.960221655844100460e+05 -1.960285226587746583e+05 5.949999999999999734e-01
-1.960285226587746583e+05 3.432119579489593889e+03 -3.668600779315258631e-01 4.000000000000000000e+02 -1.958437914887019724e+05 -1.958501510630665871e+05 1.169999999999999929e+00
-1.958501510630665871e+05 3.303766015795775274e+03 -3.693600779315258653e-01 4.000000000000000000e+02 -1.948171521708782238e+05 -1.948235142452428408e+05 5.500000000000000028e-02
-1.948235142452428408e+05 5.287947307384964688e+02 -3.718600779315258675e-01 4.000000000000000000e+02 -1.937138136991359061e+05 -1.937201782735005254e+05 1.139999999999999902e+00
-1.937201782735005254e+05 8.427686790086294195e+02 -3.743600779315258698e-01 4.000000000000000000e+02 -1.935154934439733915e+05 -1.935218605183380132e+05 1.104999999999999982e+00
-1.935218605183380132e+05 9.753236917019231100e+01 -3.768600779315258720e-01 4.000000000000000000e+02 -1.896999570695437433e+05 -1.897063266439083673e+05 1.060000000000000053e+00
-1.897063266439083673e+05 1.459340518201736813e+03 -3.793600779315258742e-01 4.000000000000000000e+02 -1.893679143524593092e+05 -1.893742864268239355e+05 7.499999999999999722e-02
-1.893742864268239355e+05 1.552155275956831247e+03 -3.818600779315258764e-01 4.000000000000000000e+02 -1.891830526226857619e+05 -1.891894271970503905e+05 1.669999999999999929e+00
-1.891894271970503905e+05 7.921069465386424424e-01 -3.843600779315258786e-01 4.000000000000000000e+02 -1.877512664912372129e+05 -1.877576435656018439e+05 1.455000000000000071e+00
-1.877576435656018439e+05 7.059786099768106169e+02 -3.868600779315258809e-01 4.000000000000000000e+02 -1.866082998753657448e+05 -1.866146794497303781e+05 1.950000000000000067e-01
-1.866146794497303781e+05 7.519555021262336822e+02 -3.893600779315258831e-01 4.000000000000000000e+02 -1.854741318084464001e+05 -1.854805138828110357e+05 1.280000000000000027e+00
-1.854805138828110357e+05 5.347939123951117608e+02 -3.918600779315258853e-01 4.000000000000000000e+02 -1.848899205149035552e+05 -1.848963050892681640e+05 1.594999999999999973e+00
-1.848963050892681640e+05 1.611477422311047860e+02 -3.943600779315258875e-01 4.000000000000000000e+02 -1.831134974986783345e+05 -1.831198845730429457e+05 1.429999999999999938e+00
-1.831198845730429457e+05 8.757552804481649673e+02 -3.968600779315258897e-01 4.000000000000000000e+02 -1.827130562660570431e+05 -1.827194458404216566e+05 1.620000000000000107e+00
-1.827194458404216566e+05 7.947228363472718229e+02 -3.993600779315258920e-01 4.000000000000000000e+02 -1.817687076863260299e+05 -1.817750997606906458e+05 6.800000000000000488e-01
-1.817750997606906458e+05 4.762543702915327799e+02 -4.018600779315258942e-01 4.000000000000000000e+02 -1.813692948707148898e+05 -1.813756894450795080e+05 1.850000000000000089e+00
-1.813756894450795080e+05 4.637737689471931617e+02 -4.043600779315258964e-01 4.000000000000000000e+02 -1.787108081088814070e+05 -1.787172051832460274e+05 1.504999999999999893e+00
-1.787172051832460274e+05 1.573278791815738714e+03 -4.068600779315258986e-01 4.000000000000000000e+02 -1.776849536865186819e+05 -1.776913532608833048e+05 1.114999999999999991e+00
