weight logl star1_rad star2_rad bin_period bin_inc bin_t0 bin_rv_com ext_f153m ext_alpha
0.000000000000000000e+00 -6.394280079228152754e+05 5.013349923479126780e-03 1.990123604337241670e-01 5.134999118543666086e-01 8.544949649582233020e-01 6.484525942439878232e-02 8.851611259695645328e-01 9.822586180494018437e-01 6.518169725980076379e-01
0.000000000000000000e+00 -5.507131919903657399e+05 4.822513621882718038e-02 3.319569016247102544e-01 2.081980876326071650e-01 4.066128754814934965e-01 7.244375858969561710e-01 5.446886574518512436e-01 9.692775449916746222e-01 1.935026092241447504e-01
0.000000000000000000e+00 -5.427288737530278740e+05 1.667442893663380055e-01 1.897415309184362631e-01 8.657852178717004854e-01 9.611999920008164056e-01 9.330155736853421589e-01 6.811347961171891896e-01 9.898253722311595171e-01 9.250897884283260098e-01
0.000000000000000000e+00 -5.350665431210064562e+05 6.656604658341191971e-02 3.440626743714125801e-02 1.424245146433933407e-01 1.673032320269549622e-01 2.520058616458916712e-01 6.412877967573682447e-02 9.297069313932523338e-01 4.494093212921379532e-03
0.000000000000000000e+00 -5.294968197368760593e+05 3.234620950454825117e-02 5.579637630566395279e-01 4.989769989342826007e-01 7.081711340074166028e-01 4.520935915378239134e-01 9.767258277388607413e-01 9.958921106548289659e-01 6.850496217961024037e-01
0.000000000000000000e+00 -5.133952350086349179e+05 6.152995690494056369e-02 1.545233156505713135e-01 1.457964226857054735e-01 5.745456298098570169e-01 1.712045461119887646e-01 4.167669466797859767e-01 9.023035075493516244e-01 4.105871799350159224e-01
0.000000000000000000e+00 -4.886317194289463805e+05 3.230679940894211066e-01 1.691777404585407263e-01 1.295488854766169151e-01 5.126200783469141431e-01 7.103636426263175707e-01 7.580782757222265245e-01 9.835868918337874467e-01 4.632921422466542705e-01
0.000000000000000000e+00 -4.811163097668793052e+05 1.071495006025464658e-01 3.858121888868414340e-01 7.921903758785698857e-01 5.210586205914746749e-03 4.598697980407553398e-01 5.648151606094659050e-01 9.753134655433086664e-01 2.228099825601930206e-01
0.000000000000000000e+00 -4.796349368839369272e+05 1.537699251962922897e-01 5.452100187268150711e-01 3.650975541882252040e-01 4.800356450631272365e-01 7.593467607935290298e-01 2.071254506076631863e-01 9.641491314571675186e-01 2.504083949475194304e-01
0.000000000000000000e+00 -4.396717933358944138e+05 1.815466759867889746e-02 1.942620363263030114e-01 9.143596124860975394e-01 9.839514929420289935e-02 7.156387544374195331e-01 8.945980507921776903e-01 8.389590897094769684e-01 2.846724588326532412e-01
0.000000000000000000e+00 -4.305005481343285064e+05 3.505234005146479204e-01 9.233241046955742437e-02 3.550237631100584546e-01 8.363121066446533858e-01 4.512821343828848919e-01 6.304901148351088613e-01 9.952749394088504786e-01 3.828675351685283390e-01
0.000000000000000000e+00 -4.275046367412485997e+05 1.601703255833754058e-01 4.245980994411602261e-01 3.989078706337090274e-01 7.976494948157143439e-01 4.445018331267902578e-02 9.049456510003427434e-01 9.443512917956183861e-01 7.335728392725273661e-01
0.000000000000000000e+00 -4.214282286727579194e+05 2.269956739513988575e-01 4.923457640114563549e-01 5.384117423946809255e-01 3.458811472562894895e-02 8.074382339432976119e-01 2.974866043951807093e-01 9.834656156020703532e-01 9.010060054952990782e-01
0.000000000000000000e+00 -4.128778432173142210e+05 3.904929487577847302e-01 7.151440680889586954e-02 9.397060338269238589e-01 6.978289540139288594e-01 9.968817596433043882e-02 5.606758069787208809e-01 9.678871701389235582e-01 8.755763696850598077e-01
0.000000000000000000e+00 -4.102118838609259110e+05 1.509909152497251883e-01 5.983176556464349094e-01 8.313996149199012198e-01 5.481609330201731023e-02 1.175733331536117365e-01 1.618955083408790685e-02 9.591669209082787084e-01 8.822983582848038520e-01
0.000000000000000000e+00 -4.096530030225806986e+05 2.986361957981517046e-01 1.104944312167713827e-01 3.851999129303481650e-01 2.136803349975044952e-01 6.432432497867073273e-01 7.984108207566334992e-01 9.362759339833918171e-01 7.484194685543625880e-01
0.000000000000000000e+00 -3.931971777656763443e+05 8.918026764414314078e-01 7.780100009086192703e-01 7.472833288783335970e-01 1.694308233285148901e-01 8.048054365447352421e-01 1.321547832257394806e-01 3.395795112936073057e-02 5.692325015628245666e-01
0.000000000000000000e+00 -3.785554049384077662e+05 2.699058388528879915e-01 2.845453377710842613e-01 8.982862223998404616e-01 8.273155001403635911e-01 4.481846390958426074e-01 3.736245122249589601e-01 9.317531456504056786e-01 5.747156419080052814e-01
0.000000000000000000e+00 -3.773645147905728081e+05 1.187572549426918478e-03 7.832583941751186662e-01 2.824735441761200283e-01 7.608921358504822097e-01 2.150328351416290751e-01 4.171451369637045881e-01 9.038919355798725741e-01 7.584748936496816807e-01
0.000000000000000000e+00 -3.768385911781411269e+05 6.659875077069588034e-02 2.369060020310781445e-01 8.634711988342037570e-01 5.584478181839729327e-01 1.188878748048166623e-01 1.212881025982998073e-01 8.037636560265541963e-01 1.666365047118701925e-01
0.000000000000000000e+00 -3.714430698071140214e+05 1.596565043978117604e-01 8.083275408561345632e-01 5.490125880739730180e-01 6.350294339124756826e-01 7.130725891018622198e-01 6.612833540343263650e-01 9.641170998442153417e-01 4.375904311141379788e-01
0.000000000000000000e+00 -3.553901823463803157e+05 3.703694874475399468e-01 2.319528823893202141e-02 4.410136132812755294e-01 6.565813628548513581e-01 5.226915155024712822e-01 7.132306136418619102e-01 8.923687549913444927e-01 8.270773584714334881e-01
0.000000000000000000e+00 -3.546288628248079331e+05 1.250316562415562105e-01 6.933061929506693088e-01 2.655846687509560988e-01 8.312590551463316935e-02 9.248385756907453459e-01 5.871939970398988295e-01 9.234146104913960595e-01 7.038642797420300301e-01
0.000000000000000000e+00 -3.478930186849923339e+05 9.762263034497453695e-02 8.892503546750253340e-01 1.014941525365682384e-01 1.177527049559257133e-02 2.431142551448410849e-01 3.392198369458648832e-01 9.840894581026433663e-01 8.529712183801718695e-03
0.000000000000000000e+00 -3.387552565996854682e+05 7.957807422726148605e-01 9.880716236785369588e-01 9.018993160577224444e-01 8.321201378787693725e-01 3.017016593079427933e-01 7.659566045103760601e-01 2.008877540602427292e-02 6.898915548961292998e-01
0.000000000000000000e+00 -3.373116379521835479e+05 8.145426938739031009e-02 3.215414938770717601e-01 6.969954839815742931e-01 2.173810256459107748e-01 6.841547075968579250e-01 6.737569039758306566e-01 8.117017810729808547e-01 1.394462885697110854e-01
0.000000000000000000e+00 -3.342548178456065361e+05 1.355976982630715533e-01 8.178616128290748799e-01 5.292563240645025147e-01 9.793213898520680694e-01 2.824063848650937292e-01 4.331324781758668641e-01 9.111763171091208369e-01 9.963057449895376116e-01
0.000000000000000000e+00 -3.316381830537359347e+05 1.484413919502183266e-01 3.812447417106281655e-01 7.143896190255798473e-01 5.812954005534959334e-01 6.974101357158468684e-02 9.633274664650622876e-01 8.139532532721081015e-01 9.384700346413903382e-01
0.000000000000000000e+00 -3.257174866075219470e+05 7.774693004322295042e-01 8.148860497443529693e-01 2.241680180755090124e-02 2.265516192107288607e-01 6.491880469543284127e-01 7.275934867785500693e-01 7.801755556452460993e-04 5.560302987332740310e-01
0.000000000000000000e+00 -3.201802429229988484e+05 8.707216089387581626e-02 7.885292045197179744e-01 4.408522540328800865e-01 3.026515977565339410e-01 4.264869376376819732e-01 9.109808203965840123e-01 8.775077104310121667e-01 7.954564756507475076e-01
0.000000000000000000e+00 -3.189714923277387279e+05 3.016496795365904982e-01 7.223355388509012931e-01 2.036297083798825902e-01 8.323374235036019586e-01 4.120484361797271955e-01 7.893453074452378981e-01 9.690513045226112343e-01 5.896857407747086999e-01
0.000000000000000000e+00 -3.174988294821177260e+05 1.649148741491801573e-02 3.743283513765920389e-01 9.768755775522895979e-01 6.682988923252098923e-01 2.835699863985478020e-01 5.748266807683766189e-01 7.484203048301405481e-01 7.404572084140571553e-01
0.000000000000000000e+00 -3.172398942309877020e+05 2.015353523926977086e-01 5.783518754319078026e-01 5.835730038816185905e-01 3.711771746042900055e-01 8.439850674652339402e-01 7.582448155759647923e-01 8.939919953574476663e-01 1.302822591054315637e-01
0.000000000000000000e+00 -3.124704986834862502e+05 1.470804882505000188e-01 2.101058342187605010e-01 6.259608423503429941e-01 1.082127470310689787e-02 1.906990597632455264e-01 6.142115200489450810e-02 7.826684420718826862e-01 8.015592806709012086e-01
0.000000000000000000e+00 -3.024870119193195715e+05 4.203082819504422307e-01 3.763617964886337708e-01 3.349981061389876169e-01 1.226613364021894581e-01 8.914311135443572232e-01 9.076828221637112115e-01 9.581933678021266054e-01 3.610201731601113684e-01
0.000000000000000000e+00 -2.990162957035952131e+05 7.824142892754289980e-01 2.982160082509639487e-01 6.018787522030349946e-01 9.498402896868891609e-01 9.979270308722411054e-01 1.380292951088204489e-01 1.175221977638222226e-01 2.987998965717562072e-01
0.000000000000000000e+00 -2.977199281047300319e+05 3.380051342481777965e-01 1.198951282906945970e-02 9.498139708472246312e-01 8.708272128667560175e-02 7.788819834778117901e-01 3.400266199508273912e-01 8.514521475333396427e-01 2.991617814021991784e-01
0.000000000000000000e+00 -2.959808574210584047e+05 2.369055513982886163e-01 9.075255654369551728e-02 3.400813431653899599e-01 1.258164358191403709e-01 1.192703547568174649e-03 4.575728535568872601e-01 7.852951503179950166e-01 9.037783934499633576e-01
0.000000000000000000e+00 -2.915269581367038190e+05 4.351028852972544936e-01 1.122133557569626738e-03 7.554342938938258811e-01 2.739755957226426286e-01 6.504523155674400980e-01 9.490582663681179643e-02 8.666174381956744943e-01 7.424578120181564156e-01
0.000000000000000000e+00 -2.913195991625753813e+05 9.658294478802620375e-02 6.147006985324232620e-02 1.029380919860272137e-01 6.816036533357670013e-01 3.012334177080029374e-01 2.588685271330654070e-01 6.917364789957044513e-01 6.774514388999737236e-01
0.000000000000000000e+00 -2.906485399115564651e+05 2.494063523489049583e-01 5.118339702541060410e-01 6.499318540499973151e-01 8.644402615024969760e-01 6.423188596531732575e-01 4.056628783983456943e-01 8.788471043930391469e-01 5.320128795966789781e-01
0.000000000000000000e+00 -2.882973740852374467e+05 6.919597984604005658e-01 1.603489102014350465e-01 5.578358147087411067e-01 2.193519640823109462e-01 6.768570075578798084e-01 6.774410180602508103e-02 2.029232182393825301e-02 4.716998263156121363e-01
0.000000000000000000e+00 -2.872324393197047757e+05 2.840138905562439309e-01 1.070024151258526235e-01 4.823110347515476848e-01 9.031978827257507447e-01 3.729584427739092156e-01 8.946209183021136546e-01 8.138195669560395196e-01 7.176030270128774813e-01
0.000000000000000000e+00 -2.817496609834539122e+05 3.990303985196607117e-01 5.929649668027565657e-01 2.113705030558810094e-02 1.919122674099305037e-02 6.257210153955613530e-01 4.736302472095055283e-01 9.486994998918508726e-01 8.838923368784680212e-01
0.000000000000000000e+00 -2.806508647552356124e+05 3.778092446095742130e-01 6.650108240447403229e-01 7.483284825921635575e-01 6.083151443562161420e-01 1.244867048730654568e-01 7.233059121755639476e-01 9.432550665386183475e-01 4.370633003236468195e-02
0.000000000000000000e+00 -2.797766714505957207e+05 3.552577122351644467e-01 6.716496358074973694e-01 9.618622327196879596e-02 3.906740898042988519e-01 2.650699771257203352e-04 4.188937034797300951e-01 9.140732695027894428e-01 6.286974125196971297e-01
0.000000000000000000e+00 -2.743821517711008200e+05 8.823531424348274310e-01 7.336218086947654538e-02 5.450646754601531363e-01 2.458412636832401077e-01 2.458977491584977138e-01 4.029836851345401927e-01 1.421937998841668049e-01 5.113890973731639589e-01
