star1_rad star2_rad bin_period bin_inc bin_t0 bin_rv_com ext_f153m ext_alpha
1.450627094758171687e+01 1.412011027252549056e+01 2.508968344953028051e+01 1.061292250832535018e+02 5.380000754048863746e+04 1.433462350054525984e+02 4.609286486586317899e+00 2.193541916538999104e+00
1.346204580544493190e+01 1.320334391178175792e+01 2.488005875367819897e+01 1.055766978123221520e+02 5.380003854562248307e+04 1.478346444125995163e+02 4.476478835514822840e+00 2.259191777582371330e+00
1.401220755168571053e+01 1.392082188655630759e+01 2.521724199395245236e+01 7.439136964932158946e+01 5.379990542289043515e+04 1.434073763187794270e+02 4.566970184673591504e+00 2.210195529963953742e+00
1.359473074655252844e+01 1.380551341552035005e+01 2.524854694347036599e+01 1.055511344695748335e+02 5.379988621255321050e+04 1.500370295190314209e+02 4.535545087601848380e+00 2.222493653175047879e+00
1.417383846278937476e+01 1.291860444277434716e+01 2.503870858979779257e+01 7.489905241540911618e+01 5.380000653391007654e+04 1.511079971620746392e+02 4.513232243348920925e+00 2.233452870409476709e+00
1.404973917849047638e+01 1.339582267350700562e+01 2.516563473908027859e+01 7.434215339588266147e+01 5.379988507072453649e+04 1.428206180092274451e+02 4.535341383890286515e+00 2.225327839862149659e+00
1.442870537891404048e+01 1.346697849681231318e+01 2.507965318588241743e+01 7.352488406827264100e+01 5.379996898022450478e+04 1.479106331599949158e+02 4.567423996143026521e+00 2.213911247190722520e+00
1.425508164900564978e+01 1.359602810512887316e+01 2.490932395268540489e+01 7.405588982997126379e+01 5.380005753949002974e+04 1.429464966791058771e+02 4.557868161151544584e+00 2.217770116486682319e+00
1.410201524985841637e+01 1.321947686908979058e+01 2.496737035540893856e+01 1.049923486896645528e+02 5.380003751748453942e+04 1.477773976246537870e+02 4.525149000186561743e+00 2.223272435766165955e+00
1.385534495519464926e+01 1.360317109833677662e+01 2.504529947330592421e+01 7.472723440002212669e+01 5.380002495462915977e+04 1.384225271190290414e+02 4.533939014997072192e+00 2.228580985973402484e+00
1.435445201906569856e+01 1.266026671602950771e+01 2.486451748288169483e+01 7.449612241992880968e+01 5.380002546671304299e+04 1.460787121981828989e+02 4.507997885264141580e+00 2.238068108201562989e+00
1.429091849604406406e+01 1.359248232134927115e+01 2.515488091014823979e+01 7.385481384814012529e+01 5.379995593835457839e+04 1.446102129476363984e+02 4.562269548778444594e+00 2.218909768859468112e+00
1.484231659336999698e+01 1.301046274841404760e+01 2.504255072078103339e+01 7.354128135866486105e+01 5.379995245296161738e+04 1.476962831078445788e+02 4.558766321933027221e+00 2.219970663917338882e+00
1.415433173593464566e+01 1.302199900565029722e+01 2.511030825372917974e+01 1.047320956842487334e+02 5.379997384782190056e+04 1.480309194726509645e+02 4.517035211073987533e+00 2.228022642520881114e+00
1.459343090678136790e+01 1.426511629734214814e+01 2.512428067457283021e+01 1.066343068856151746e+02 5.379997722896133928e+04 1.467280471180864083e+02 4.624396052912914001e+00 2.186914312710012354e+00
1.367645476561283147e+01 1.400455864818928120e+01 2.522003319306136859e+01 7.425650417309736895e+01 5.379990002840090165e+04 1.451534552326675396e+02 4.553087967771912048e+00 2.218293739992454938e+00
1.264318516577642093e+01 1.451508564734018769e+01 2.525536351276943492e+01 1.046972661102021078e+02 5.379991222425376327e+04 1.396305540169979338e+02 4.516629941040604557e+00 2.230791949658499806e+00
1.310365484980913919e+01 1.432013847630302905e+01 2.522445482481939294e+01 7.489332625891377404e+01 5.379986593639079365e+04 1.490307587600943293e+02 4.528716372292935333e+00 2.232161749544232965e+00
1.411080793934861077e+01 1.323555737111512975e+01 2.491986914040194989e+01 1.056104714077186628e+02 5.380005033122819441e+04 1.484382645859098204e+02 4.528047592671929245e+00 2.228302905200088890e+00
1.424324475236757159e+01 1.329888494439355640e+01 2.502996547313393805e+01 7.422162566407229178e+01 5.379999620600953494e+04 1.483710233852398801e+02 4.542456124603209133e+00 2.222889014465348811e+00
1.375417513200697250e+01 1.300379482205542203e+01 2.500712699630564728e+01 7.466702149795737853e+01 5.379997356833585945e+04 1.448425646825063779e+02 4.482524072926137748e+00 2.255508997580105479e+00
1.380716271287287888e+01 1.362091871201647564e+01 2.498805153783177602e+01 7.401733539570449238e+01 5.380000281138824357e+04 1.440352672628988557e+02 4.533300902399578725e+00 2.226457042331508429e+00
1.425468351303584669e+01 1.332348481277110075e+01 2.498474200155779812e+01 7.387859874448942321e+01 5.380002114045181952e+04 1.478742799100737386e+02 4.547469881132973235e+00 2.222698059371663426e+00
1.457253193809201974e+01 1.186811615646357687e+01 2.485811904143353601e+01 1.046670882657239332e+02 5.380009347742434329e+04 1.435811331925386867e+02 4.464107911908982373e+00 2.259463911042719708e+00
1.454032533083974776e+01 1.280997047146842505e+01 2.510402189563136233e+01 1.052693894587488472e+02 5.379994144301304914e+04 1.465639779222104835e+02 4.532748191382085068e+00 2.223630437357849932e+00
1.407222748967861037e+01 1.333924129065758279e+01 2.524510919947356413e+01 7.481220284829618095e+01 5.379990536148389219e+04 1.464126564009468154e+02 4.531846023728618000e+00 2.227845356803631383e+00
1.433307540553500026e+01 1.326393538990369692e+01 2.488630509668780633e+01 7.455809812304373452e+01 5.380010282151580759e+04 1.414085989721902763e+02 4.539478564649148673e+00 2.220575550158005118e+00
1.270824251846536868e+01 1.466322619142825445e+01 2.516822821621601491e+01 1.058626705641128893e+02 5.379991947388966946e+04 1.417379441699860649e+02 4.536236582195409817e+00 2.220273147261601299e+00
1.446020354653560602e+01 1.345532318008548600e+01 2.510358175480963894e+01 1.059054373329047252e+02 5.379995460394124530e+04 1.454416250403727986e+02 4.571079132203117013e+00 2.204173250551101582e+00
1.373072705440095120e+01 1.278087423015974267e+01 2.512147282853218044e+01 1.047808938550787587e+02 5.379996104139788804e+04 1.467696700541189330e+02 4.468152644729072698e+00 2.258528727609426578e+00
1.426822022999514772e+01 1.267826543615278823e+01 2.487459650444350956e+01 1.050909999173329084e+02 5.380008397765692644e+04 1.455455521630802025e+02 4.495830177834998054e+00 2.247435926079331736e+00
1.401220755168571053e+01 1.392082188655630759e+01 2.521724199395245236e+01 7.439136964932158946e+01 5.379990542289043515e+04 1.434073763187794270e+02 4.566970184673591504e+00 2.210195529963953742e+00
1.484211330390288985e+01 1.270189003071819123e+01 2.489214409855315679e+01 7.409728284873231985e+01 5.380006294257905392e+04 1.444797428731496893e+02 4.542655093205596906e+00 2.224259736682611788e+00
1.421359448669351089e+01 1.286207554696386701e+01 2.505052820789441625e+01 1.050749608172417595e+02 5.380001983954960451e+04 1.496234913078914133e+02 4.504971542081182889e+00 2.239044897585498628e+00
1.430025571206685697e+01 1.279299012259091128e+01 2.499584467958308309e+01 1.051459129190587021e+02 5.380007233450700005e+04 1.455466094477278887e+02 4.511908868796842498e+00 2.234413297333431636e+00
1.424324475236757159e+01 1.329888494439355640e+01 2.502996547313393805e+01 7.422162566407229178e+01 5.379999620600953494e+04 1.483710233852398801e+02 4.542456124603209133e+00 2.222889014465348811e+00
1.374554507059071895e+01 1.497566945894394763e+01 2.528934313584541016e+01 7.370121150539235089e+01 5.379986553455657850e+04 1.453263105136579725e+02 4.620429850538181782e+00 2.187426253022990874e+00
1.463640915951764043e+01 1.276021209033663162e+01 2.499086112615527355e+01 7.407787995324945030e+01 5.380002129604469519e+04 1.502437106847938821e+02 4.534974240907978960e+00 2.222981511618043804e+00
1.392402218079454634e+01 1.345074693064677973e+01 2.504074436081385358e+01 7.448136742802672927e+01 5.379993782230010402e+04 1.483757582899057752e+02 4.525949741502670598e+00 2.233714260854481104e+00
1.482838085331163569e+01 1.237659016796145650e+01 2.498256296982449598e+01 7.435761979563366708e+01 5.380003795794839243e+04 1.429102499038393717e+02 4.519675419000056316e+00 2.233298226616660553e+00
1.284964668243019048e+01 1.484778140528583990e+01 2.503878785488690184e+01 7.430790022186771182e+01 5.379999696299465722e+04 1.550114465257356358e+02 4.554188573340245405e+00 2.212465674715665909e+00
1.387540682616542398e+01 1.345693559272326567e+01 2.502820776011385462e+01 7.456319363296398706e+01 5.379999238805995265e+04 1.463796743987887794e+02 4.523774982947736945e+00 2.227533078555084867e+00
1.313576767939047940e+01 1.392296571038926878e+01 2.487283635988325514e+01 7.424836908165104887e+01 5.380008933601668105e+04 1.460481092373615013e+02 4.505538696630294382e+00 2.243719187910499180e+00
1.421932165270406756e+01 1.342688830504068065e+01 2.514167839922177805e+01 1.059319411169660299e+02 5.379990711390731303e+04 1.445758800125363450e+02 4.548597744739192095e+00 2.218798467900909621e+00
1.449693765865041684e+01 1.327274532657459893e+01 2.514697323415758135e+01 1.057339553167326898e+02 5.379997173071956786e+04 1.467899672210081690e+02 4.558633533438571028e+00 2.214170437502888333e+00
1.438439277884057432e+01 1.315681690050222130e+01 2.502631841804716828e+01 7.429828203253774177e+01 5.380001263450457918e+04 1.394886887172704633e+02 4.544621649086164616e+00 2.219386210283580851e+00
1.407922355946920945e+01 1.378163215066327041e+01 2.511265077440704374e+01 1.054943638771832042e+02 5.379997247585430887e+04 1.481411178176315957e+02 4.558907557073799133e+00 2.217382091678557821e+00
1.375357947885600574e+01 1.361533694793653027e+01 2.519548961662104958e+01 1.049305726990189527e+02 5.379990698825004802e+04 1.501871742653695776e+02 4.535684427242368422e+00 2.218787384659454798e+00
1.403377966888150041e+01 1.349591549666723012e+01 2.509849670331703209e+01 7.483314574021764543e+01 5.379999300378475891e+04 1.414066483729256163e+02 4.538829259992668952e+00 2.225980064952456594e+00
1.438077508665781856e+01 1.334282279649068315e+01 2.503807323415806962e+01 1.052101812385322717e+02 5.380002950610606058e+04 1.426320701195978131e+02 4.546820198510893363e+00 2.219374480408714323e+00
1.381128747418427771e+01 1.358762334331123256e+01 2.499866601862188986e+01 1.056010018757599482e+02 5.379999546884684969e+04 1.482295833222426040e+02 4.526918240877391142e+00 2.234701840932586503e+00
1.461056606722154960e+01 1.354748287344783719e+01 2.511215493353785888e+01 7.367810866714881968e+01 5.379995593443469988e+04 1.466586736191070486e+02 4.587021396759864977e+00 2.200549390644724657e+00
1.399031139369376930e+01 1.384045072695906242e+01 2.498410802842517597e+01 7.378794696070056602e+01 5.380003306814702228e+04 1.536900947910641833e+02 4.559475616260167286e+00 2.214810383312879605e+00
1.274009432157697219e+01 1.355427767921802307e+01 2.505986688924236105e+01 1.047834884648314926e+02 5.379994747063938121e+04 1.443879214186177649e+02 4.452214310787161899e+00 2.266060665903403493e+00
1.389566931263485117e+01 1.336658901236656760e+01 2.491270392830308111e+01 1.057603118853850077e+02 5.380007793665258941e+04 1.467513808007172997e+02 4.521832489780789999e+00 2.236258017073873727e+00
1.452594319832666692e+01 1.284153231987249377e+01 2.501281608147641933e+01 1.057049954909114291e+02 5.379999664188835595e+04 1.506625054270195392e+02 4.531726928080602512e+00 2.228008816353483024e+00
1.417383846278937476e+01 1.291860444277434716e+01 2.503870858979779257e+01 7.489905241540911618e+01 5.380000653391007654e+04 1.511079971620746392e+02 4.513232243348920925e+00 2.233452870409476709e+00
1.410954529050602702e+01 1.381679761962188202e+01 2.509695905531029325e+01 1.064822134745426467e+02 5.379992850841848121e+04 1.418687149156501164e+02 4.564167808755239975e+00 2.220213054667413477e+00
1.441611913073399975e+01 1.305313922895700962e+01 2.505995372936991217e+01 7.402365526199390899e+01 5.379995853131818149e+04 1.452245179490273870e+02 4.539507920408560437e+00 2.220351654154455900e+00
1.331810483866283512e+01 1.453796927003985751e+01 2.513434501587937575e+01 1.061655401274708339e+02 5.379992746634173091e+04 1.476090693108834273e+02 4.558266529411314494e+00 2.221652942971953593e+00
1.404973917849047638e+01 1.339582267350700562e+01 2.516563473908027859e+01 7.434215339588266147e+01 5.379988507072453649e+04 1.428206180092274451e+02 4.535341383890286515e+00 2.225327839862149659e+00
1.439807538349770866e+01 1.355048623878493430e+01 2.523995522633063615e+01 7.460253057519997810e+01 5.379993228910623293e+04 1.474312138799681691e+02 4.566120482131861280e+00 2.211060182112984940e+00
1.308646121580963495e+01 1.442550741977290940e+01 2.499541096730370526e+01 1.056820393493148629e+02 5.380000548671136494e+04 1.450383737683272614e+02 4.534444972532172713e+00 2.230730649445751723e+00
1.449113565333354003e+01 1.227249195349765110e+01 2.499489433940093264e+01 1.047735620067579561e+02 5.380005919781532430e+04 1.415975218389280599e+02 4.492066545442710890e+00 2.241280785071796178e+00
1.307681738232870394e+01 1.457685039119319015e+01 2.545688712289535616e+01 7.500441781270438923e+01 5.379978328879833134e+04 1.423449630836508675e+02 4.551963163759379150e+00 2.217290901609049847e+00
1.408075716705801916e+01 1.346785058537765600e+01 2.509951694546528245e+01 1.060354094201338313e+02 5.379990465907379257e+04 1.428981932044970620e+02 4.542656117408080618e+00 2.222167820305144481e+00
1.384630174416184367e+01 1.348537164665561860e+01 2.507777346780926209e+01 1.049325205054476413e+02 5.380000276232333272e+04 1.411069650872987609e+02 4.531939008447991135e+00 2.217373242137862910e+00
1.451999681238350171e+01 1.347977462319927255e+01 2.510353744104743612e+01 7.412322807586939177e+01 5.379997376462422108e+04 1.451271281532671082e+02 4.575447210134286458e+00 2.207923632421278981e+00
1.455684120501100054e+01 1.319070305145058697e+01 2.502584749235683148e+01 1.058291308633057497e+02 5.380003028233171062e+04 1.484500857476767237e+02 4.560043370393932705e+00 2.205831969070113807e+00
1.256760034188728525e+01 1.406133994669076515e+01 2.504143604483958896e+01 7.503136998521544854e+01 5.379998846252182557e+04 1.486358278457455526e+02 4.475366128077785888e+00 2.257943795613909899e+00
1.449693765865041684e+01 1.327274532657459893e+01 2.514697323415758135e+01 1.057339553167326898e+02 5.379997173071956786e+04 1.467899672210081690e+02 4.558633533438571028e+00 2.214170437502888333e+00
1.330847863735115411e+01 1.382411589934056195e+01 2.520949317542565637e+01 7.465263028122591038e+01 5.379989034017018275e+04 1.487756688921986097e+02 4.510254859907013802e+00 2.239776583140884902e+00
1.489879617043830606e+01 1.235509825554310837e+01 2.497769202905727326e+01 1.060693858019527056e+02 5.379997573450204800e+04 1.470202552191814505e+02 4.528953712404849341e+00 2.226168135630345546e+00
1.437835769699191246e+01 1.369665537972337788e+01 2.519345131430652884e+01 7.419259108113868706e+01 5.379988911245418421e+04 1.483802872202605840e+02 4.573686873049900292e+00 2.208229776562645519e+00
1.349970801695980427e+01 1.328400332404726036e+01 2.491046517910847413e+01 7.447941326507979909e+01 5.380005084307274228e+04 1.392419513433979432e+02 4.484459396884781235e+00 2.251735643232562811e+00
1.432023999848949458e+01 1.237508609537175275e+01 2.482785198586932651e+01 7.471912469055354222e+01 5.380005407165177894e+04 1.457422717676000161e+02 4.478654271065269477e+00 2.255852055531150757e+00
1.505903703995152298e+01 1.220698194990584540e+01 2.510584286651943842e+01 7.486077928248852231e+01 5.379995410741538217e+04 1.436038956915444373e+02 4.529421342789098581e+00 2.220152774439610788e+00
1.445307039379347636e+01 1.304108380623701180e+01 2.499442283826934741e+01 7.400082552071701514e+01 5.379999553711712360e+04 1.449004306604088583e+02 4.540934698737215669e+00 2.221517969844768459e+00
1.413146808409743649e+01 1.300455801052913785e+01 2.501738056911258923e+01 7.496387697319451604e+01 5.380001740745049028e+04 1.405168697625790628e+02 4.512352665176883271e+00 2.236120993061820883e+00
1.419866649816522397e+01 1.434671119215180290e+01 2.516798161140162904e+01 1.061470418647870702e+02 5.379996666337293573e+04 1.448019711529957760e+02 4.603991776841623640e+00 2.197994619446744569e+00
1.384813339869493554e+01 1.315667707063775893e+01 2.505746877716116572e+01 7.512329599352119658e+01 5.379998799417604459e+04 1.527812542643973757e+02 4.497060590465947527e+00 2.247306559394592007e+00
1.368681990806753745e+01 1.487838539191193021e+01 2.518669611148546394e+01 7.377758784408264603e+01 5.379987865667685401e+04 1.501690235385800065e+02 4.602210063231424009e+00 2.200408367382409303e+00
1.357346042564720889e+01 1.354008876646625836e+01 2.510687405981137132e+01 1.052014913292912013e+02 5.379997159469631879e+04 1.524588084140879403e+02 4.511288162310739480e+00 2.239791790772933222e+00
1.409819410599855516e+01 1.376971414064072974e+01 2.497782408305711854e+01 7.414643628200396108e+01 5.379999064904714032e+04 1.479068626919974747e+02 4.556655449211219455e+00 2.212868597038525120e+00
1.443089630018573466e+01 1.443763553589597493e+01 2.503806343578917648e+01 7.333117218404562720e+01 5.379998078460529359e+04 1.470901089027814805e+02 4.625428319016636536e+00 2.182673380864235124e+00
1.352983101221300011e+01 1.354118140141331850e+01 2.502544123207270843e+01 1.054212302609668797e+02 5.379994597103529668e+04 1.463763047934090764e+02 4.508113552082521736e+00 2.237104206258339723e+00
1.424324475236757159e+01 1.329888494439355640e+01 2.502996547313393805e+01 7.422162566407229178e+01 5.379999620600953494e+04 1.483710233852398801e+02 4.542456124603209133e+00 2.222889014465348811e+00
1.379312014251823371e+01 1.407237914613364893e+01 2.516170490785322755e+01 1.056838054918338230e+02 5.379994943700483418e+04 1.432975176587419526e+02 4.558763334371699116e+00 2.220367555503642620e+00
1.496450664883335158e+01 1.124382762850910211e+01 2.491136650097824656e+01 1.041848442009940925e+02 5.380008027579909685e+04 1.404532316474452216e+02 4.454356895397229898e+00 2.259418000888813172e+00
1.375313660793707982e+01 1.344749487659911935e+01 2.504174347135593237e+01 7.497970777127400765e+01 5.379998731100967416e+04 1.468604990697093911e+02 4.513906108982897791e+00 2.235256829197489470e+00
1.458480157703848690e+01 1.381182861680169083e+01 2.503283984656735583e+01 1.058359248311607388e+02 5.379998504065653105e+04 1.441467668062917937e+02 4.593368846330165844e+00 2.199942091399889499e+00
1.451059808382781924e+01 1.276450809941304243e+01 2.494268107713172711e+01 1.058239224377267789e+02 5.380004522870286746e+04 1.568281550067835042e+02 4.521698020563027498e+00 2.239644685613986663e+00
1.457169873760386736e+01 1.172874785131562270e+01 2.506189241365819953e+01 7.530463647565396457e+01 5.379995498884121480e+04 1.481215285126746721e+02 4.461926585633630538e+00 2.253780663176036203e+00
1.352222747712566786e+01 1.364461053791191780e+01 2.515980147095928032e+01 7.484288863232505662e+01 5.379991599525464699e+04 1.489998489211053538e+02 4.511660867388206597e+00 2.235978406593038592e+00
1.473361933805073853e+01 1.229911401865652110e+01 2.497410836520601762e+01 7.478992337395362711e+01 5.380002619806175062e+04 1.436904435769285442e+02 4.513104316383327763e+00 2.234630929121129483e+00
1.442488062347492672e+01 1.239430627556310860e+01 2.507292599568046398e+01 1.046935262145735237e+02 5.379994716084803804e+04 1.453222249522349330e+02 4.492016679515056232e+00 2.241676979631108679e+00
1.317659691164188374e+01 1.448092628075642097e+01 2.512502490148008860e+01 1.056021226752580020e+02 5.379989103045823140e+04 1.436795373882460467e+02 4.551665107339575300e+00 2.212849590323850091e+00
1.385419666343483058e+01 1.359370215901564194e+01 2.510218570117641335e+01 1.059335313648684433e+02 5.379992203493707348e+04 1.447646518862380844e+02 4.533998143175273832e+00 2.225066478860738606e+00
1.309125853225697256e+01 1.316166380026321292e+01 2.497484979952401574e+01 7.516603974018357803e+01 5.380003138586904970e+04 1.501366527540180869e+02 4.455815051184301545e+00 2.260729066384429053e+00
1.437593968080569518e+01 1.262547809037720725e+01 2.489808292174940973e+01 1.058900730184267474e+02 5.380001350459931564e+04 1.470580148268734035e+02 4.501218952424571818e+00 2.246042550065521226e+00
1.409545151094448734e+01 1.342266949584042557e+01 2.514498897260429189e+01 1.051578982901475428e+02 5.379994043706087541e+04 1.372937049509356768e+02 4.535093194197568067e+00 2.226213117603700109e+00
1.523847554431752904e+01 1.169557533336787358e+01 2.473953012315637068e+01 1.053875208497641154e+02 5.380013583583838772e+04 1.486375463029951334e+02 4.498988210546089661e+00 2.242017203577587381e+00
1.300974611018019189e+01 1.436867565059275265e+01 2.530566033833560979e+01 7.511561254153387779e+01 5.379986442803830869e+04 1.411384820307900441e+02 4.530749776184538113e+00 2.224471900648619549e+00
1.391983217205375922e+01 1.442456884944344253e+01 2.531233520948921978e+01 7.425716843797795264e+01 5.379991187267516943e+04 1.443500210103597965e+02 4.599504768768087892e+00 2.190995287656940071e+00
1.353085238967597093e+01 1.406047016233876867e+01 2.515707316161135054e+01 7.528498113814603698e+01 5.379994860538739886e+04 1.508800779339087228e+02 4.545117936387277346e+00 2.217632060551737450e+00
1.309475698856435244e+01 1.402306185481246814e+01 2.503194936502809043e+01 7.438534494110902529e+01 5.380000537796424032e+04 1.463244181920336473e+02 4.510905069809688861e+00 2.244435006476023009e+00
1.434741160531319437e+01 1.431923182498733738e+01 2.514778266849299371e+01 7.362340569109953492e+01 5.379994151244621753e+04 1.432770594593065994e+02 4.608711808498285656e+00 2.196953411852267557e+00
1.413701566754603789e+01 1.404181658951495493e+01 2.503896480570809047e+01 1.064874199942920825e+02 5.379996463017466158e+04 1.448525235542450673e+02 4.587217142911248047e+00 2.200474454801947033e+00
1.369960445242647396e+01 1.427316916482877751e+01 2.520424098643081834e+01 1.060270261867896977e+02 5.379991513888210466e+04 1.408310066330796531e+02 4.571013163516797206e+00 2.208282609783410066e+00
1.294641314129264487e+01 1.383998692481097059e+01 2.523552711496642686e+01 7.519312353728760456e+01 5.379992650122181658e+04 1.450275688325514807e+02 4.490429542588016965e+00 2.248520173061775651e+00
1.457768796375613185e+01 1.262518500632670104e+01 2.497606763622198756e+01 1.055547129741649854e+02 5.380001004985909094e+04 1.489864935655754152e+02 4.520369670464065237e+00 2.233035118655362083e+00
1.417952443218051783e+01 1.323524942471419408e+01 2.501347489565711157e+01 7.471971164563804280e+01 5.379999125975949573e+04 1.451743618823820441e+02 4.528236266607398086e+00 2.227908305285550394e+00
1.438027974429754963e+01 1.282043530244240337e+01 2.501255174432060713e+01 7.392673914049984774e+01 5.380001120320206974e+04 1.401935565955718630e+02 4.523059140077603679e+00 2.235818181750109712e+00
1.556839163946468219e+01 1.199340283109983929e+01 2.488751207473830718e+01 7.452761061936854503e+01 5.380009748258991021e+04 1.487719728543380313e+02 4.544802914826702178e+00 2.219729369948197473e+00
1.441258490879127763e+01 1.317137472664465037e+01 2.500280405088175684e+01 7.471869250191485889e+01 5.379996714588395116e+04 1.456316853733598577e+02 4.541033400450814383e+00 2.221685024796203223e+00
1.378041478305994794e+01 1.435551590592311300e+01 2.498946508928319332e+01 7.345951779469805842e+01 5.380001804085174808e+04 1.404473682214734254e+02 4.583186246960165633e+00 2.202581039513313410e+00
1.395613502210427548e+01 1.322846321739939768e+01 2.496916361849462618e+01 1.057457217585509426e+02 5.380002514475929638e+04 1.488537618256645203e+02 4.517081961100753773e+00 2.237097708848457156e+00
1.355167137952913592e+01 1.367846748458330097e+01 2.528971979212206733e+01 7.469629317541028968e+01 5.379987228266803140e+04 1.486447133156575262e+02 4.513142810481336475e+00 2.237235982454173655e+00
1.305087473206888760e+01 1.405165506652163643e+01 2.519315430795617061e+01 1.054991400619913691e+02 5.379986854648487497e+04 1.439579604655194487e+02 4.512120159487855275e+00 2.241006755038026821e+00
1.475996866344235414e+01 1.322275905954037079e+01 2.500520845215529420e+01 7.363590703605611054e+01 5.380003253208602109e+04 1.447229343661370251e+02 4.574057100819921118e+00 2.207058102997174309e+00
1.261810670531873768e+01 1.445824022867197201e+01 2.520705414585117765e+01 7.520699001747506429e+01 5.379992291066516918e+04 1.416444106539213976e+02 4.509120793486772527e+00 2.237903335081880218e+00
1.352204007662305152e+01 1.386327753202481361e+01 2.517320911621039770e+01 1.051077690422111601e+02 5.379996080266238278e+04 1.407218988439302052e+02 4.536794594990999130e+00 2.217764329629990261e+00
1.339196838380442500e+01 1.409826511351812606e+01 2.514866222559305697e+01 7.485006733392820877e+01 5.379992726639298780e+04 1.483639050853348635e+02 4.536340591889142182e+00 2.221509296585085558e+00
1.461627586112715704e+01 1.255322237076596181e+01 2.496980352723563001e+01 1.056853530205801519e+02 5.380004752858560096e+04 1.447575004747222636e+02 4.515777905913330947e+00 2.238189395174203788e+00
1.455995986037654610e+01 1.249727687518777053e+01 2.477951941483284060e+01 1.054108886554588196e+02 5.380017296202544821e+04 1.474130028624738316e+02 4.508457380244560220e+00 2.234619361092371026e+00
1.394721954631259564e+01 1.309808834980824876e+01 2.515517478349293867e+01 7.489615975666725944e+01 5.379996157567641785e+04 1.464340405502238696e+02 4.504464793033031711e+00 2.243146282696984795e+00
1.528800875503831591e+01 1.169002960475980046e+01 2.509054584201131988e+01 1.047192599617788460e+02 5.379997170880856720e+04 1.437228394839380883e+02 4.503919723075283876e+00 2.242116533595750028e+00
1.483669464286380801e+01 1.336836134878116233e+01 2.514475175651028138e+01 1.061608428425800241e+02 5.379997836323886440e+04 1.465923482865470646e+02 4.592293593609316105e+00 2.198678501860734436e+00
1.417820094033380940e+01 1.262067464339343204e+01 2.493486738496895683e+01 1.053488366413142217e+02 5.379999709132433054e+04 1.507817400719929992e+02 4.482066378119720085e+00 2.257403332519512862e+00
1.337226610950795092e+01 1.434405952998341860e+01 2.500556137014481095e+01 1.059074354682118582e+02 5.380004327699712303e+04 1.464091897592401210e+02 4.558466410997234597e+00 2.212958799036191415e+00
1.309905452320507280e+01 1.419338531752790900e+01 2.521662537718593455e+01 7.462940517840985422e+01 5.379992502311989665e+04 1.435917507999030249e+02 4.525993936828768938e+00 2.228920488293252511e+00
1.556956687108678494e+01 1.181079652455172813e+01 2.493394670343779040e+01 7.433324876671008496e+01 5.380003893148167117e+04 1.489170920117635148e+02 4.539812974140181367e+00 2.223517210310619330e+00
1.403437923210059779e+01 1.313823470874941002e+01 2.498966746928725513e+01 1.055684173723075787e+02 5.380004467224376276e+04 1.458637612596088502e+02 4.513925634941126752e+00 2.240289011650820505e+00
1.383542381565367307e+01 1.401169566667021016e+01 2.512739670489695243e+01 1.055670513746699015e+02 5.379990687534838798e+04 1.468698414097282523e+02 4.559812275443552387e+00 2.213463906896152356e+00
1.437835769699191246e+01 1.369665537972337788e+01 2.519345131430652884e+01 7.419259108113868706e+01 5.379988911245418421e+04 1.483802872202605840e+02 4.573686873049900292e+00 2.208229776562645519e+00
1.403587047034988089e+01 1.354983889868408298e+01 2.512458296840054572e+01 7.439406582991377093e+01 5.379994251962602721e+04 1.507534410039563681e+02 4.540996990212564199e+00 2.222127002432868981e+00
1.441258490879127763e+01 1.317137472664465037e+01 2.500280405088175684e+01 7.471869250191485889e+01 5.379996714588395116e+04 1.456316853733598577e+02 4.541033400450814383e+00 2.221685024796203223e+00
1.415681539995122407e+01 1.309947577948959463e+01 2.507423564074555955e+01 7.464586661410781687e+01 5.379994965245659114e+04 1.412070705140486666e+02 4.523473691431486365e+00 2.233303690378299233e+00
1.347399132866417659e+01 1.465803506183613081e+01 2.518799992745750060e+01 1.057822369225615660e+02 5.379991489188554260e+04 1.478476067055834733e+02 4.571435324201291728e+00 2.214000922021797990e+00
1.458199814442835240e+01 1.295860430483698522e+01 2.489860319040237613e+01 1.057282827756414179e+02 5.380006071825652180e+04 1.462733275747118284e+02 4.540013161419880205e+00 2.223866019886387324e+00
1.413916718885822732e+01 1.417143258717490362e+01 2.520590666457865225e+01 1.063952670924670372e+02 5.379981784456426249e+04 1.410152372563323979e+02 4.591289219226424301e+00 2.202150202826030689e+00
1.475245037966679718e+01 1.322618083493604502e+01 2.499214840314812847e+01 7.413042967273398176e+01 5.380001207566276571e+04 1.426521867658171345e+02 4.569936420465654514e+00 2.208447598998328765e+00
1.340925355992311907e+01 1.359504508208094720e+01 2.489684482011838185e+01 7.459291100017475173e+01 5.380001241171726724e+04 1.530908417225010112e+02 4.496108011351891420e+00 2.246859580889886576e+00
1.313139251334977331e+01 1.387584129981976133e+01 2.521150277705587683e+01 7.502617984327146416e+01 5.379986976777667587e+04 1.429318278134935554e+02 4.501613975475854623e+00 2.242146778005823737e+00
1.391492558286648595e+01 1.430980963798426941e+01 2.487792483280101408e+01 1.065003437144189888e+02 5.380005044234759407e+04 1.480434613692369226e+02 4.582559534878770435e+00 2.206185503271195891e+00
