"star1_rad_mean","star1_rad_stdev","star1_rad_median","star1_rad_errlo","star1_rad_errup","star2_rad_mean","star2_rad_stdev","star2_rad_median","star2_rad_errlo","star2_rad_errup","bin_period_mean","bin_period_stdev","bin_period_median","bin_period_errlo","bin_period_errup","bin_inc_mean","bin_inc_stdev","bin_inc_median","bin_inc_errlo","bin_inc_errup","bin_t0_mean","bin_t0_stdev","bin_t0_median","bin_t0_errlo","bin_t0_errup","bin_rv_com_mean","bin_rv_com_stdev","bin_rv_com_median","bin_rv_com_errlo","bin_rv_com_errup","ext_f153m_mean","ext_f153m_stdev","ext_f153m_median","ext_f153m_errlo","ext_f153m_errup","ext_alpha_mean","ext_alpha_stdev","ext_alpha_median","ext_alpha_errlo","ext_alpha_errup"
1.402140734783829146e+01,5.944705240248530087e-01,1.403587047034988089e+01,1.343771378516880155e+01,1.462970404793239254e+01,1.344703309216516018e+01,7.908195497744219260e-01,1.345532318008548600e+01,1.265504099884695322e+01,1.428364008579828415e+01,2.506224048109982050e+01,1.269501117128669365e-01,2.505979968523755019e+01,2.493146248614385740e+01,2.519567786636802964e+01,8.892691452293270515e+01,1.557205537808463625e+01,7.518993245139411385e+01,7.412322807586939177e+01,1.057821000525628676e+02,5.379997770586785919e+04,6.663744510052402314e-02,5.379997691288848000e+04,5.379991185716685868e+04,5.380004704840436898e+04,1.460148699654203597e+02,3.165122283982198415e+00,1.458680139977159342e+02,1.428292392948004874e+02,1.491561662275551328e+02,4.535817384495388183e+00,3.505039195048118700e-02,4.536569045906693631e+00,4.500713793214840663e+00,4.570599290911963486e+00,2.225990038332304799e+00,1.629857824764407645e-02,2.225613812718592488e+00,2.209803044083211265e+00,2.242062939847668801e+00
